ENSEMBL_GENE_ID,baseMean__NAFL+NASHF0vsCTRL,log2FoldChange__NAFL+NASHF0vsCTRL,pvalue__NAFL+NASHF0vsCTRL,padj__NAFL+NASHF0vsCTRL,baseMean__NASHF12vsNAFL+F0,log2FoldChange__NASHF12vsNAFL+F0,pvalue__NASHF12vsNAFL+F0,padj__NASHF12vsNAFL+F0,baseMean__NASHF34vsNAFL+F0,log2FoldChange__NASHF34vsNAFL+F0,pvalue__NASHF34vsNAFL+F0,padj__NASHF34vsNAFL+F0,external_gene_name
ENSG00000183644,22.38117241,-0.249889707,0.376598269,0.660995216,11,-0.117746248,0.337439117,0.660971053,12,-0.233658795,0.239480481,0.423910261,HOATZ
ENSG00000183647,70.79917404,0.071868642,0.536807413,0.77608054,45,-0.070760765,0.327743189,0.654219333,47,-0.122326387,0.170373278,0.340623107,ZNF530
ENSG00000183648,519.8906198,-0.058553251,0.763430354,0.899430959,365,-0.06373182,0.353098586,0.675229959,421,0.309476318,0.036302451,0.122836609,NDUFB1
ENSG00000183655,104.6266138,0.434466895,0.178192176,0.458003988,80,-0.191699525,0.110355791,0.400031461,86,-0.148890257,0.321552426,0.51136725,KLHL25
ENSG00000183662,3.316630069,-0.244500048,0.678385581,NA,2,0.519566431,0.065389307,0.315165302,2,0.240340233,0.45125221,0.630489455,TAFA1
ENSG00000183665,108.1577508,-0.072475691,0.5837928,0.804049949,82,0.04972946,0.340826244,0.663636575,81,-0.084155222,0.354864924,0.543818146,TRMT12
ENSG00000183668,2.865291321,-0.193260586,0.710575321,NA,1,-0.1939052,0.435019743,0.734038853,2,0.081510221,0.816888069,0.898734881,PSG9
ENSG00000183671,111.7607272,-0.610238702,0.003870513,0.05489508,56,-0.014188059,0.871985428,0.958004853,60,-0.129160781,0.39170348,0.578033599,CMKLR2
ENSG00000183682,5.178300468,-0.281599925,0.544204587,NA,4,-0.064011936,0.723668676,0.898699683,4,-0.261790976,0.369224067,0.557837703,BMP8A
ENSG00000183684,113.1695153,0.232184366,0.113139106,0.366965817,98,0.087381238,0.089277054,0.36225383,93,-0.025704898,0.718205508,0.833647969,ALYREF
ENSG00000183688,157.1807346,-0.059141832,0.721918833,0.881380697,121,-0.024944175,0.692123602,0.882191312,124,0.023071534,0.76719654,0.865206646,RFLNB
ENSG00000183690,2.164709354,0.005373197,0.993657226,NA,2,0.246536849,0.317903069,0.646337246,2,0.461259089,0.17767276,0.350268161,EFHC2
ENSG00000183691,1.157373381,0.402878612,0.630124707,NA,1,-0.310210998,0.324823194,0.651785644,1,0.095466981,0.810212969,0.894447442,NOG
ENSG00000183696,97.93619549,0.338509774,0.026485749,0.166808017,71,-0.064355578,0.243362311,0.571620009,72,-0.085624295,0.309149461,0.500552841,UPP1
ENSG00000183715,31.79425099,-1.4198846,0.017625396,0.131374046,16,-0.390613319,1.38E-01,0.447705472,14,-1.046700115,0.009344126,0.048865512,OPCML
ENSG00000183718,293.1610377,-0.055844783,0.590120715,0.808416002,190,-0.064790383,1.03E-01,0.389323267,200,-0.105289045,0.100510378,0.243312397,TRIM52
ENSG00000183722,130.332056,0.275522296,0.350940157,0.638732861,100,0.070495586,5.61E-01,0.815728099,115,0.453345167,0.007823167,0.043381792,LHFPL6
ENSG00000183723,305.5913187,0.339066768,0.003689277,0.053222355,252,-0.000756319,9.88E-01,0.995159987,252,-0.027350419,0.726085915,0.838517194,CMTM4
ENSG00000183726,289.7208802,0.328703017,0.001965262,0.03762861,230,0.077980538,1.31E-01,0.436551266,248,0.277658115,0.003915967,0.027397321,TMEM50A
ENSG00000183734,6.98907688,0.699066349,9.84E-02,NA,6,-0.141937432,0.364079132,0.68302295,6,0.147026162,0.5571091,0.720626871,ASCL2
ENSG00000183735,427.491151,-0.014035249,8.94E-01,0.959444355,327,0.078683944,0.025470987,0.197870477,333,0.13744985,0.016605093,0.072190907,TBK1
ENSG00000183741,312.1538762,0.314433331,3.00E-02,0.178289036,252,-0.105346477,0.078280895,0.343261019,258,-0.00409855,0.963641414,0.980918587,CBX6
ENSG00000183742,90.24856684,0.241072748,4.34E-01,0.702676758,61,0.217218671,0.068863932,0.323726271,72,0.763416031,0.000454351,0.006308421,MACC1
ENSG00000183747,7987.943208,-0.306390174,1.32E-02,0.111476818,5060,-0.095710285,0.090742468,0.365082759,5130,-0.280794664,0.005956922,0.036303187,ACSM2A
ENSG00000183751,162.4634414,0.200698177,1.74E-01,0.453188894,133,-0.013074557,0.830282848,0.943119471,132,-0.213414025,0.007744804,0.043076056,TBL3
ENSG00000183753,3.611807817,1.396564544,2.23E-01,NA,2,-0.469045766,0.392699827,0.703585472,2,-0.382297069,0.642878234,0.782905666,BPY2
ENSG00000183760,38.17418514,-0.136604789,3.60E-01,0.647131814,20,-0.032746909,0.646004626,0.859203814,22,-0.177649892,0.119090527,0.271388989,ACP7
ENSG00000183762,259.7469905,0.222073639,1.20E-01,0.37784823,174,-0.130987618,0.019494619,0.173227391,180,-0.179673275,0.023098137,0.089936752,KREMEN1
ENSG00000183763,11.96449843,-0.685510673,7.29E-02,NA,9,0.135180253,0.368293409,0.686231533,9,0.108748265,0.578313109,0.736223135,TRAIP
ENSG00000183765,131.8954079,0.306871462,3.15E-01,0.607769247,82,-0.116808731,0.4007692,0.710242305,95,-0.032257958,0.850703773,0.920493128,CHEK2
ENSG00000183773,12.91603128,0.0472368,8.75E-01,NA,11,0.239645465,0.087838568,0.361261027,11,0.462743841,0.017152028,0.073649272,AIFM3
ENSG00000183775,5.23192535,-0.470951358,4.49E-01,NA,5,0.36086561,0.296242003,0.626019453,4,0.045188766,0.912505115,0.954865229,KCTD16
ENSG00000183778,63.53085567,-0.402152144,2.39E-01,0.531849177,37,-0.024137094,0.874476013,0.958596148,43,0.269120611,0.259718813,0.448022829,B3GALT5
ENSG00000183779,13.95671783,0.364539246,4.01E-01,NA,10,-0.108254748,0.465584401,0.756624541,14,0.579612438,0.020266694,0.082223221,ZNF703
ENSG00000183780,1.118580429,-0.722633452,5.05E-01,NA,1,-0.083515567,0.845901852,0.948661473,1,1.205025359,0.024152168,0.092843567,SLC35F3
ENSG00000183785,33.98956138,-0.603970391,1.82E-01,0.463357185,20,-0.134285995,0.410902163,0.717218692,22,0.029238193,0.898598735,0.947380543,TUBA8
ENSG00000183793,830.0806211,-0.212222657,5.12E-02,0.240347373,443,-0.008719135,0.905979272,0.967864988,458,-0.181117915,0.112697052,0.261997614,NPIPA5
ENSG00000183798,6.816002199,-0.492603138,2.33E-01,NA,6,-0.121970136,0.47109729,0.760369119,5,-0.319254271,0.153072406,0.319282109,EMILIN3
ENSG00000183801,134.5816818,-0.065484075,6.94E-01,0.866774719,105,0.079133665,0.325160169,0.652231695,113,0.416884763,7.43E-05,0.001762489,OLFML1
ENSG00000183807,4.225376423,-0.151340022,7.89E-01,NA,4,0.28349455,2.20E-01,0.549227298,4,0.482912359,0.159456031,0.327352949,FAM162B
ENSG00000183808,623.7316513,-0.135449631,2.40E-01,0.534135402,413,-0.05679264,1.54E-01,0.469010188,421,-0.1333591,0.053452703,0.160048591,RBM12B
ENSG00000183813,88.29562496,-0.01688778,8.77E-01,0.952244536,52,0.018784551,7.34E-01,0.903257503,55,0.001056078,0.991701013,0.995434475,CCR4
ENSG00000183814,39.57896989,-0.082575647,7.11E-01,0.875217629,29,-0.054229188,5.59E-01,0.81483374,31,0.086237543,0.50400196,0.67638926,LIN9
ENSG00000183826,503.566894,-0.431688616,1.72E-02,0.129429603,328,0.008183274,8.84E-01,0.961111977,340,-0.034447597,0.66232456,0.796747437,BTBD9
ENSG00000183828,58.15613134,0.31686644,3.47E-02,0.194246508,48,0.120550036,0.058604482,0.301060266,54,0.390903411,0.000145485,0.002853522,NUDT14
ENSG00000183831,52.96093261,0.148891023,2.33E-01,0.524934828,27,-0.20493535,0.004605326,0.087116852,30,-0.354563568,8.72E-05,0.001953685,ANKRD45
ENSG00000183833,41.37570636,-0.454461591,2.22E-01,0.511953992,28,0.035799868,0.837359052,0.94525219,32,0.447103933,0.039780553,0.131121375,CFAP91
ENSG00000183837,5.610675031,0.173004411,7.52E-01,NA,5,-0.035897389,0.860924897,0.954333459,5,0.01344552,0.961168974,0.980064976,PNMA3
ENSG00000183840,92.25102798,-0.029409897,8.90E-01,0.95781487,66,-0.049497432,0.487541471,0.772155327,69,-0.031304142,0.782850248,0.876718293,GPR39
ENSG00000183844,33.60143479,0.679048911,1.37E-01,0.402646535,21,0.03002123,0.894251231,0.963645091,27,0.454825095,0.11401212,0.2639246,FAM3B
ENSG00000183850,3.151405088,-0.33742048,4.85E-01,NA,2,0.255052086,0.197923479,0.522951717,3,0.529600647,0.062813297,0.178286308,ZNF730
ENSG00000183853,147.7968744,0.305690203,5.41E-02,0.247864852,127,0.043098249,0.582609515,0.827591843,156,0.719271924,6.90E-06,0.000321627,KIRREL1
ENSG00000183856,10.68101277,0.378968738,3.55E-01,NA,12,0.7458212,0.000546615,0.030945424,16,1.41817937,2.82E-06,0.000168806,IQGAP3
ENSG00000183864,518.3849356,-0.192885342,1.60E-01,0.435563383,419,-0.032138351,0.612431542,0.84316522,411,-0.078721237,0.377799949,0.564961732,TOB2
ENSG00000183873,2.265840648,0.275699976,8.52E-01,NA,2,0.525230181,0.279309211,0.608900007,2,0.637474908,0.361748067,0.550543748,SCN5A
ENSG00000183876,8.08740891,-0.619854312,2.25E-01,NA,7,-0.137680412,0.52180067,0.792979282,7,0.17852635,0.499044838,0.672253726,ARSI
ENSG00000183878,535.509623,0.606893608,4.30E-01,0.700740407,393,-0.858836916,0.000188242,0.017455391,354,-0.989073113,0.002065077,0.017942198,UTY
ENSG00000183888,44.00243153,-0.014013537,9.21E-01,0.969529077,23,-0.154774593,0.00993983,0.125639773,24,-0.323362332,0.002223171,0.018930236,SRARP
ENSG00000183891,86.92481026,-0.240192311,1.34E-01,0.399328189,63,0.049121513,0.476360481,0.764550818,63,-0.009463452,0.911608868,0.954278494,TTC32
ENSG00000183908,102.9275712,0.442632548,2.54E-01,0.549444395,69,-0.454184157,0.038205425,0.242114866,64,-0.641438289,0.00674909,0.039373155,LRRC55
ENSG00000183914,83.07443973,-0.03499874,8.15E-01,0.925136519,57,0.115571104,0.096755511,0.376608288,61,0.132551369,0.183938249,0.358424378,DNAH2
ENSG00000183918,29.97408107,0.024549999,9.38E-01,0.976366224,24,0.155198158,0.203646781,0.528672413,25,0.285085999,0.074228799,0.199157269,SH2D1A
ENSG00000183935,48.41570368,0.354402894,1.09E-01,0.35954362,44,0.004843793,0.955259635,0.983915337,43,-0.202410448,0.087674858,0.222135676,HTR7P1
ENSG00000183943,171.5298051,0.062908718,7.15E-01,0.876819429,120,0.172188127,0.037126422,0.23827227,133,0.442181837,0.000156961,0.003006048,PRKX
ENSG00000183955,168.1028794,0.145619737,2.99E-01,0.593065842,118,0.0569811,3.11E-01,0.640337727,120,0.053325824,0.483326543,0.659280307,KMT5A
ENSG00000183960,10.15702246,-1.395328287,3.43E-02,NA,7,-0.176054298,4.94E-01,0.775291842,7,0.373825869,0.313517622,0.50486799,KCNH8
ENSG00000183963,227.5462895,-0.068300794,7.16E-01,0.877290026,164,-0.186205309,1.07E-02,0.129996436,175,-0.198303176,0.064747449,0.18156951,SMTN
ENSG00000183971,8.751440722,-0.140482743,8.10E-01,NA,11,0.357380316,1.76E-01,0.495739062,13,1.327719401,3.48E-05,0.00103132,NPW
ENSG00000183977,28.41137551,0.24060167,1.91E-01,0.476143307,20,-0.05023756,4.77E-01,0.76479634,20,-0.167075534,0.111992386,0.260703048,PP2D1
ENSG00000183978,334.9908949,0.006840373,0.952136393,0.981698917,272,-0.021853689,0.661521665,0.867930467,289,0.22427405,0.031805559,0.112018588,COA3
ENSG00000183979,1.290138432,1.472483625,0.161124402,NA,1,-0.450914162,0.266077928,0.595190835,1,-1.176708078,0.035866811,0.121870026,NPB
ENSG00000184005,71.80632837,0.153340914,0.506231098,0.755303214,53,0.015064426,8.71E-01,9.58E-01,56,0.028214979,8.16E-01,8.98E-01,ST6GALNAC3
ENSG00000184007,1243.22837,0.089961815,0.387580667,0.668930594,953,0.042101334,0.264921146,0.594121259,945,0.01848691,0.719776169,0.834522567,PTP4A2
ENSG00000184012,272.007589,-0.039627042,0.790568574,0.913658255,220,0.178930684,0.018382285,0.169161432,222,0.100261504,0.401836179,0.586898963,TMPRSS2
ENSG00000184014,552.3260462,0.107667609,0.178242311,0.458049232,447,0.097461573,8.36E-03,1.18E-01,444,0.065687226,0.262487354,0.451111311,DENND5A
ENSG00000184047,302.8289632,0.140379153,0.164604712,0.4406241,184,0.060094725,1.26E-01,0.426452575,199,0.056021827,0.418622569,0.602663926,DIABLO
ENSG00000184056,128.5796366,0.011076917,0.917585574,0.968409928,94,-0.089246214,0.112951381,0.403459244,95,-0.136629011,0.092103488,0.229505538,VPS33B
ENSG00000184058,6.321840457,0.462975636,0.481069902,NA,3,-0.406834575,0.093012612,0.369065391,5,-0.040770518,0.905356608,0.950561076,TBX1
ENSG00000184060,292.7415445,0.215262231,0.182480595,0.464112496,219,-0.034660585,6.10E-01,0.842048237,224,-0.034794492,0.71842298,0.833714305,ADAP2
ENSG00000184076,605.7946838,0.097503958,0.591484058,0.809150719,459,-0.050293975,0.441905122,0.738760062,487,0.184098301,0.170580269,0.340721259,UQCR10
ENSG00000184083,239.7591675,-0.144508701,0.267147493,0.560975029,177,-0.007500673,0.87896361,0.960537829,183,-0.030944802,0.669118572,0.801251882,FAM120C
ENSG00000184110,1465.87972,-0.328384626,0.046344433,0.226998972,763,-0.025091458,0.746747236,0.907947584,862,-0.018423544,0.875994551,0.934790159,EIF3C
ENSG00000184113,55.81172617,0.297787711,0.160013578,0.435503401,47,-0.203625002,2.30E-02,0.187942987,49,0.062731886,6.52E-01,0.78944127,CLDN5
ENSG00000184117,2747.81455,0.112854251,3.04E-01,5.98E-01,2185,0.002936816,9.40E-01,9.80E-01,2191,-0.029259852,6.95E-01,8.19E-01,NIPSNAP1
ENSG00000184144,18.79831256,0.068598263,0.861870863,NA,13,-0.135644734,4.35E-01,7.34E-01,13,-0.513147246,2.68E-02,9.99E-02,CNTN2
ENSG00000184154,188.2271139,-0.184382006,0.338476853,0.628165644,126,0.010250979,0.892432502,0.963221884,125,-0.242001182,0.016803708,0.072757795,LRRC51
ENSG00000184155,20.61619444,0.194594511,0.579200892,0.800701872,13,-0.468252436,0.002058573,0.056559362,12,-1.015494535,2.43E-05,0.000795137,OR10J5
ENSG00000184156,7.200633928,0.310895292,3.64E-01,NA,5,-0.016039907,0.927289206,0.97519218,7,0.886404888,0.0005924,0.007583427,KCNQ3
ENSG00000184160,2.325486956,0.319928271,6.46E-01,NA,3,-0.041467009,0.868989298,0.956812319,3,0.85234263,0.034516071,0.118531343,ADRA2C
ENSG00000184162,36.87240337,0.215408466,0.173938733,0.452508214,30,-0.049174681,0.492689486,0.774606421,32,0.201084547,0.042515378,0.137454038,NR2C2AP
ENSG00000184163,2.757856658,0.126557218,0.852345538,NA,2,-0.416474741,0.114754193,0.406906595,2,-0.312098729,0.39285401,0.579200002,C1QTNF12
ENSG00000184164,317.5810629,-0.203002485,0.564025262,0.793274967,241,0.042750118,0.700870714,0.886115754,233,-0.197856811,0.191466507,0.367470978,CRELD2
ENSG00000184178,190.6066882,0.11797185,0.32478093,0.615237558,156,0.054166124,0.250024432,0.578858959,154,0.040421527,0.561917231,0.72447958,SCFD2
ENSG00000184182,274.6799105,0.103484456,0.20304322,0.489948335,187,0.06230956,0.138383787,0.447705472,199,0.109455035,0.101056944,0.244266899,UBE2F
ENSG00000184185,13.13503641,0.204522237,7.43E-01,NA,10,-0.697738908,0.004386315,0.08494813,11,-0.116551587,0.756883109,0.858343494,KCNJ12
ENSG00000184194,19.68875262,0.074175457,0.79200651,NA,11,-0.170795859,0.164033061,0.481652068,11,-0.352844355,0.091338648,0.228232932,GPR173
ENSG00000184203,364.7669847,0.204962701,0.184226168,0.466194186,260,0.005446818,0.916116667,0.971045155,270,0.064135528,4.00E-01,5.86E-01,PPP1R2
ENSG00000184205,98.95617355,0.025741076,0.888883283,0.957261192,77,0.121443535,0.148991495,0.462709549,79,0.145770371,0.134968302,0.293725177,TSPYL2
ENSG00000184206,9.602030652,0.57364331,0.301142931,NA,5,-0.144891238,0.612474734,0.84316522,6,0.03199297,0.926118966,0.961766361,GOLGA6L4
ENSG00000184207,71.60138344,0.465824964,0.044034151,0.220640868,63,0.121452171,0.173047262,0.493157239,65,0.366404359,0.007388144,0.041773122,PGP
ENSG00000184208,92.20954646,0.071806855,0.572047756,0.798021639,70,0.012133964,0.823921993,0.939624453,72,-0.019838446,0.788277544,0.880312042,C22orf46
ENSG00000184209,203.0489201,0.155205895,0.191069846,0.476143307,129,-0.08532448,0.071676975,0.329547979,131,-0.221497202,0.002096639,0.018105792,SNRNP35
ENSG00000184210,2.006716663,-0.937506537,0.1199888,NA,1,-0.252406404,0.412276706,0.718075251,2,-0.488036988,0.210983407,0.390198112,DGAT2L6
ENSG00000184216,332.7403952,0.309334157,0.030086898,0.178367797,294,0.074823583,2.48E-01,5.77E-01,302,0.150333881,0.088433521,0.223460625,IRAK1
ENSG00000184220,127.236564,-0.022673642,0.902785905,0.964022057,88,-0.080175109,0.242103188,0.570626412,91,0.016203609,0.863833994,0.928357682,CMSS1
ENSG00000184226,306.2045093,0.215559421,4.81E-01,7.38E-01,388,0.415817531,0.005814984,0.098221117,366,0.563376162,5.87E-04,0.0075381,PCDH9
ENSG00000184227,187.2869809,1.652378857,9.35E-06,0.001666699,127,0.145384004,0.489157839,0.77339927,131,0.028458096,0.913645601,0.955390866,ACOT1
ENSG00000184232,2564.23715,0.199336691,0.075276779,0.293356504,1899,-0.117242801,1.07E-02,1.30E-01,1919,-0.174780142,3.12E-02,1.11E-01,OAF
ENSG00000184254,46.10589545,0.04661718,0.906030552,0.965189542,30,-0.074479561,6.75E-01,8.76E-01,41,0.836591813,6.83E-05,1.66E-03,ALDH1A3
ENSG00000184260,282.7255202,-0.371838789,0.032987938,0.188502501,202,0.039805203,0.548064628,0.808603567,218,0.214706745,0.118989351,0.271267106,H2AC20
ENSG00000184261,13.17393394,-0.574491096,0.224589815,NA,7,-0.412285887,0.017575742,0.165713846,8,-0.710381243,0.010688816,0.053550781,KCNK12
ENSG00000184270,38.48916412,-0.085136448,0.699931407,0.86948075,32,-0.023811723,0.802111461,0.930478285,33,0.281095302,6.68E-02,1.85E-01,H2AC21
ENSG00000184271,74.01780496,-0.036301135,0.845038945,0.937083433,47,-0.182094226,0.034182271,0.229432697,53,-0.133596,0.202991433,0.381103072,POU6F1
ENSG00000184276,2.503322947,-0.20897761,0.723405232,NA,1,-0.082780696,0.743844899,0.90717967,2,0.224353923,0.60286388,0.753811772,DEFB108B
ENSG00000184277,378.3813627,0.004807924,0.952432946,0.981907146,275,0.007114091,0.831763056,0.943441264,279,-0.025271981,0.538881099,0.705709443,TM2D3
ENSG00000184281,102.8555584,0.67860751,0.000406194,0.015583697,86,-0.079466953,0.316473062,0.64488993,90,-0.078294189,0.455636748,0.633864787,TSSC4
ENSG00000184292,15.11603663,0.091095592,0.907945962,NA,12,-0.230614182,0.374193685,0.68991708,19,1.556719291,0.000114072,0.002400158,TACSTD2
ENSG00000184293,7.588673742,0.943234851,0.050813036,NA,6,0.14405193,0.450583661,0.745814749,7,0.583883171,0.04278415,0.137983128,CLECL1
ENSG00000184304,65.63054995,-0.016098453,0.94913961,0.980828233,54,0.077993442,0.451720507,0.746899438,59,0.399155852,0.003692565,0.026530496,PRKD1
ENSG00000184305,51.0333766,0.171641485,0.459744551,0.722697697,37,0.051144985,0.60937806,0.841887761,37,-0.195222772,0.14632602,0.310233282,CCSER1
ENSG00000184307,256.4885169,-0.101785934,0.569055361,0.796657379,200,0.075638508,0.308256527,0.637795666,196,0.055403808,0.619783562,0.765931829,ZDHHC23
ENSG00000184313,199.09483,-0.838183794,0.021908962,0.150918875,90,-0.547952276,0.00088879,0.038294273,95,-0.791869616,0.000160294,0.00305274,MROH7
ENSG00000184343,39.79378507,1.063523428,0.057567475,0.25598785,25,-1.174546546,1.64E-07,0.000280484,32,-0.584682154,0.069968062,0.191427772,SRPK3
ENSG00000184347,118.6082817,-0.189857238,0.470627544,0.731105588,86,0.177294408,1.88E-01,0.513365108,93,0.242503574,0.114700284,0.264922259,SLIT3
ENSG00000184349,22.53600152,-0.719862193,0.062327112,0.266769538,16,0.110769415,0.49629915,0.777580909,17,0.523970628,0.055015402,0.163181438,EFNA5
ENSG00000184357,33.66626089,1.014075163,0.008790227,0.088594412,41,0.664835749,9.94E-05,0.012171628,41,0.881317063,0.000108813,0.002309398,H1-5
ENSG00000184361,3.586916768,-0.125272158,0.793971081,NA,2,0.060431896,0.785496489,0.923457665,3,0.273085071,0.285565733,0.476194045,SPATA32
ENSG00000184363,2.706808767,1.042482746,0.374534485,NA,3,0.320693725,0.443650554,0.74073449,4,0.827399836,0.149038642,0.314263603,PKP3
ENSG00000184368,5.180438563,0.491708798,0.305245886,NA,3,-0.188906861,0.424768692,0.726702438,4,-0.178557971,0.584385184,0.740143159,MAP7D2
ENSG00000184371,233.4386194,0.079879829,0.741115663,0.889265993,179,-0.111772221,0.177866383,0.498863281,189,-0.003454115,0.978153711,0.987509744,CSF1
ENSG00000184374,687.4222417,0.030779268,0.823345761,0.92831293,499,-0.062686353,0.26410383,0.593381557,497,-0.148194176,0.064675609,0.181487352,COLEC10
ENSG00000184378,24.00750164,-0.227117553,0.267214537,0.560975029,20,0.1482543,0.118274109,0.413607489,18,0.008344639,0.952308074,0.975576933,ACTRT3
ENSG00000184381,170.3691252,-0.566415249,0.00582216,0.070245089,104,-0.159835514,0.075117253,0.336656308,114,-0.1399484,0.244472005,0.42967044,PLA2G6
ENSG00000184384,149.610445,0.091441119,0.563547473,0.793104663,120,0.12913565,6.53E-02,3.15E-01,139,0.533871191,9.02E-06,3.98E-04,MAML2
ENSG00000184402,886.5377273,-0.313828561,0.001450347,0.032065682,652,-0.059728298,0.227812341,0.557646678,651,-0.144326549,0.054062826,0.161309331,SS18L1
ENSG00000184408,6.836101328,-0.286553771,0.762922501,NA,4,-0.266343475,4.72E-01,7.61E-01,6,0.887799451,5.77E-02,1.68E-01,KCND2
ENSG00000184428,197.7295591,0.193288174,0.184102235,0.466048089,155,-0.024340832,6.79E-01,8.77E-01,158,-0.103840767,0.241793723,0.426647915,TOP1MT
ENSG00000184432,1858.188956,0.241058091,0.001216875,0.028651498,1446,0.053966027,7.65E-02,0.339471812,1438,0.018795723,0.687706424,0.813688976,COPB2
ENSG00000184434,136.5303105,0.071517376,0.82960856,0.931341773,88,0.020079006,0.900890063,0.966437364,86,-0.240974431,0.187344175,0.362571413,LRRC19
ENSG00000184436,156.4671687,0.038380772,0.804400028,0.919239704,124,-0.094363125,0.061160653,0.306238942,123,-0.089691111,0.329986689,0.518785043,THAP7
ENSG00000184445,322.5142006,-0.162700399,0.136014683,0.401317422,234,0.111407062,0.038302333,0.242114866,243,0.185483843,1.99E-02,0.081331996,KNTC1
ENSG00000184451,3.577076545,0.303571231,0.606079773,NA,2,-0.091017301,0.68783892,0.880751183,3,0.156199051,0.595534764,0.748643226,CCR10
ENSG00000184454,198.3834716,0.137289671,0.490494806,0.745162589,129,-0.185999215,0.028490998,0.209333855,135,-0.259361413,0.017221574,0.073762286,NCMAP
ENSG00000184465,416.9576332,-0.29926761,0.014094206,0.115593983,284,-0.079676048,0.157068394,0.47371643,294,-0.154033069,0.108754606,0.256098257,WDR27
ENSG00000184470,434.491714,-0.020097234,8.84E-01,0.955323217,314,-0.169070139,0.000531795,0.030653661,319,-0.222815186,0.003992989,0.027718461,TXNRD2
ENSG00000184481,116.4347019,-0.147642167,4.72E-01,0.731782837,86,-0.184346576,0.019442098,0.17322249,86,-0.236830697,0.02817834,0.103449913,FOXO4
ENSG00000184489,20.85980097,0.938987089,0.206256298,0.493941577,12,-0.063257881,0.683486946,0.879593776,21,0.239542197,0.540269176,0.706827663,PTP4A3
ENSG00000184492,0.770227739,-0.381977387,0.742776702,NA,1,0.441013939,3.05E-01,6.35E-01,NA,NA,NA,NA,FOXD4L1
ENSG00000184497,26.00347501,-0.085537717,0.724991055,0.883296667,25,-0.046389302,0.635559264,0.854456872,23,-0.090963122,0.449688208,0.628973736,TMEM255B
ENSG00000184500,5160.945349,-0.179661262,1.19E-01,3.76E-01,3659,0.029068016,0.525098952,0.794751913,3856,0.084284651,0.184110766,0.358637684,PROS1
ENSG00000184507,2.044844712,1.481858291,0.225175842,NA,1,-0.730301383,0.049749357,0.277031177,1,-0.298591695,0.546917575,0.712344242,NUTM1
ENSG00000184508,88.97828819,0.458677079,0.003727662,0.05355661,64,0.035798944,0.584715602,0.828829463,67,0.082372861,0.489753101,0.664531402,HDDC3
ENSG00000184515,8.047057591,1.10006985,0.083611774,NA,5,-0.401408967,0.149620617,0.463813039,7,0.16280471,0.6081472,0.75769559,BEX5
ENSG00000184517,582.0089183,-0.813096666,1.90E-06,0.000652746,355,-0.191136105,0.015569305,0.157861298,354,-0.375232515,0.000270002,0.004396292,ZFP1
ENSG00000184524,15.78048453,0.290998954,0.385353527,NA,13,-0.086885156,0.517974614,0.790770012,14,-0.360370964,0.077074493,0.204191762,CEND1
ENSG00000184544,0.331770476,-2.293735234,0.366385976,NA,0,0.222217144,0.813632696,0.935206215,0,-0.482846598,0.774617998,0.870756359,DHRS7C
ENSG00000184545,15.60229331,0.56813644,0.217392632,NA,16,0.712313306,0.0022629,0.058856099,18,0.984653184,9.85E-05,0.00213503,DUSP8
ENSG00000184557,73.55088443,0.848908525,0.040858086,0.211500679,44,-0.443210466,0.016684205,0.163319512,57,0.025232408,0.916892882,0.956921295,SOCS3
ENSG00000184564,45.65832525,-0.453018603,0.180117735,0.460933791,35,0.019881414,0.887429134,0.961936489,30,-0.340611548,0.130838351,0.287524226,SLITRK6
ENSG00000184571,5.580260572,-0.030564599,0.938452507,NA,3,0.100089211,5.10E-01,7.87E-01,3,-0.030727136,9.05E-01,9.51E-01,PIWIL3
ENSG00000184574,19.00262905,0.386956732,0.185732595,NA,16,0.022519041,8.49E-01,9.50E-01,17,0.241535557,1.36E-01,2.95E-01,LPAR5
ENSG00000184575,933.1085469,0.082795344,0.38265488,0.665076003,697,0.111221021,0.028546516,0.209433493,689,0.032689682,0.639573538,0.780664009,XPOT
ENSG00000184584,125.6722366,0.563029123,0.000919408,0.025212664,97,-0.007663238,9.11E-01,9.69E-01,112,0.334016982,7.44E-03,4.20E-02,STING1
ENSG00000184588,144.5416055,-0.202007667,0.481702964,0.738258162,99,-0.151361277,0.118582366,0.414176527,109,0.09352441,0.517035247,0.687564851,PDE4B
ENSG00000184601,19.6807371,0.487562764,2.49E-01,NA,14,-0.219618418,0.244898136,0.573175856,14,-0.378758093,0.1026893,0.246836204,C14orf180
ENSG00000184602,140.9404118,0.487795117,8.48E-05,0.006609694,112,-0.048372613,0.436913903,0.735677984,115,-0.008738151,0.917823101,0.957361163,SNN
ENSG00000184611,56.72980087,-0.442457514,0.062572237,0.267209313,39,-0.070187188,0.439860867,0.737549781,37,-0.35899406,0.018238056,0.076693575,KCNH7
ENSG00000184613,13.20610134,0.376588675,0.226889855,NA,14,0.507898684,0.003160361,0.070153933,14,0.657302616,0.002424127,0.020060767,NELL2
ENSG00000184619,76.1991336,-0.12797144,0.427702512,0.698613848,42,-0.107003707,0.121130188,0.418205433,47,-0.029011713,0.779553688,0.874403742,KRBA2
ENSG00000184634,354.9730033,-0.327737931,0.081425583,0.307029142,292,0.067913215,0.351387557,0.673486239,288,0.0815712,0.397556528,0.583231864,MED12
