ENSEMBL_GENE_ID,baseMean__NASHF12vsNAFL+F0,log2FoldChange__NASHF12vsNAFL+F0,pvalue__NASHF12vsNAFL+F0,padj__NASHF12vsNAFL+F0,baseMean__NASHF34vsNAFL+F0,log2FoldChange__NASHF34vsNAFL+F0,pvalue__NASHF34vsNAFL+F0,padj__NASHF34vsNAFL+F0,external_gene_name
ENSG00000226948,NA,NA,NA,NA,1,0.423947608,0.272921329,NA,RPS4XP2
ENSG00000226950,217,-0.160448404,0.05318903,0.601315688,234,-0.031287279,0.740315332,0.893620766,DANCR
ENSG00000226953,3,0.134391302,5.84E-01,9.35E-01,3,-0.145963136,0.638905262,0.839100023,NCKAP5-AS2
ENSG00000226954,1,-24.50662654,9.41E-14,NA,1,3.170388623,0.331645021,0.614056572,
ENSG00000226964,33,-0.009971218,0.960965722,0.993249335,31,-0.292375228,0.13909977,0.378933067,RHEBP2
ENSG00000226976,96,-0.076487295,0.447679712,0.902622524,95,-0.119624465,0.259763237,0.537854716,COX6A1P2
ENSG00000226979,3,-0.182669331,0.511205969,0.918233295,3,0.338900605,0.274761986,0.554213008,LTA
ENSG00000226986,2,-0.114628568,0.656681917,0.947950875,2,-0.455135365,0.122503551,0.349522334,PRELID1P5
ENSG00000227001,3,0.200525151,0.39567441,0.886691522,3,-0.170640326,0.562377276,0.793695267,NBPF2P
ENSG00000227008,8,-0.324215797,0.03570242,0.535642314,9,-0.157558778,0.366076226,0.646427462,RPS24P19
ENSG00000227032,1,-0.267151134,0.44528425,NA,1,-0.170160155,0.634787637,0.836619759,RPS2P36
ENSG00000227034,1,-0.360080923,0.316684464,NA,1,-0.19282741,0.637816049,NA,
ENSG00000227036,1,-0.238356095,5.61E-01,NA,2,1.215568981,1.38E-02,0.087265513,LINC00511
ENSG00000227038,23,0.071184289,0.620287138,0.94084682,21,-0.193339015,0.282944481,0.562676053,GTF2IP7
ENSG00000227039,17,-0.030296553,0.854134601,0.981554205,24,0.278549129,1.61E-01,0.414559441,ITGB2-AS1
ENSG00000227050,NA,NA,NA,NA,NA,NA,NA,NA,
ENSG00000227051,315,-0.039653201,6.99E-01,9.55E-01,278,-0.348491056,1.00E-02,6.96E-02,C14orf132
ENSG00000227057,417,-0.048885625,0.441067343,0.900553078,422,-0.075969418,0.183497104,0.447028809,WDR46
ENSG00000227063,43,0.053042296,0.714369896,0.95685068,41,-0.186372002,0.164197325,0.419273499,RPL41P1
ENSG00000227066,14,0.241117386,0.244177466,0.819959875,16,0.289796461,0.194536288,0.461182936,
ENSG00000227070,10,-0.281260611,0.063706897,0.620723966,10,-0.324832606,0.072167113,0.254260714,EPS15-AS1
ENSG00000227073,1,-0.441404437,0.107590033,NA,1,-0.590916497,0.073321721,0.256596036,SDHDP2
ENSG00000227075,2,0.107503911,0.70634237,0.955965239,2,0.138842806,0.641543399,0.840500822,
ENSG00000227077,2,0.355160955,0.306759183,0.850725722,2,0.450426695,0.207344037,0.476497044,
ENSG00000227081,49,0.081404034,0.575866517,0.932578193,53,0.219523172,0.21719976,0.488545313,
ENSG00000227082,11,0.274655705,0.158551867,0.752330286,12,0.330089793,0.117494645,0.340914546,LINC02798
ENSG00000227097,241,-0.15289754,5.16E-01,9.20E-01,240,-0.242323526,3.79E-01,6.58E-01,RPS28P7
ENSG00000227110,4,-0.148526328,0.435694679,0.899886771,4,0.004731222,0.982230208,0.992905109,LMCD1-AS1
ENSG00000227117,62,-0.658387526,0.000431687,0.093036569,55,-0.862458101,0.000240416,0.00435128,HORMAD2-AS1
ENSG00000227121,4,-2.310039004,0.049658356,0.589485251,6,-2.45959588,0.032788802,0.154368583,LINC02672
ENSG00000227124,116,-0.085636693,0.095764617,0.691616236,117,-0.165756778,0.02278685,0.121510144,ZNF717
ENSG00000227158,2,-0.214332024,0.507967535,0.916938286,1,-0.739614117,0.09634416,0.303156332,
ENSG00000227165,NA,NA,NA,NA,NA,NA,NA,NA,WDR11-AS1
ENSG00000227191,23,0.143441523,0.380976661,0.88067678,24,0.184338776,0.390989831,0.669351478,TRGC2
ENSG00000227192,14,-0.165862964,0.349464878,0.86771541,15,-0.372610984,0.055932681,0.215709629,
ENSG00000227199,7,-0.24508495,0.107948859,0.70429154,8,-0.017895709,0.920153002,0.969950262,ST7-AS1
ENSG00000227201,4,-0.381215887,0.128318166,0.725184711,3,-0.557867378,0.046870173,0.192566472,CNN2P1
ENSG00000227203,NA,NA,NA,NA,1,-0.248104268,0.615378508,NA,SUB1P1
ENSG00000227210,1,0.164795084,0.601255383,NA,2,0.508353886,0.121105018,0.347199096,
ENSG00000227214,2,-0.456711899,0.098598892,0.695320951,2,-0.494456137,0.109507934,0.326554673,HCG15
ENSG00000227220,2,-0.103173481,0.674562093,0.951354234,2,-0.844048213,4.70E-03,0.040750211,
ENSG00000227232,12,-0.122852577,0.596155183,0.937938937,13,-0.101606549,0.670196315,0.857408765,WASH7P
ENSG00000227240,9,-0.150644999,4.75E-01,0.907264627,11,0.286052254,0.253067105,0.531745726,
ENSG00000227242,346,-0.001201404,0.989865204,0.998307923,304,-0.295781223,0.003968508,0.035791861,
ENSG00000227244,1,0.133561753,0.74584678,NA,1,0.217715957,0.611230245,0.822704981,LINC00845
ENSG00000227252,6,0.16257388,0.299955141,0.847541249,7,0.279754662,0.11252116,0.331793959,
ENSG00000227256,2,-0.080068171,0.788265131,0.972416076,1,-0.848674446,0.019846754,0.111001726,MIS18A-AS1
ENSG00000227258,129,-0.051970375,0.674883951,0.951354234,129,-0.118210163,0.353780908,0.634722824,SMIM2-AS1
ENSG00000227262,3,-0.594642576,0.040543998,0.549348081,2,-0.932267065,0.005704076,0.046807556,HCG4B
ENSG00000227268,27,-0.100036251,0.305033363,0.850516743,27,-0.108212715,0.347365673,0.628909431,KLLN
ENSG00000227278,NA,NA,NA,NA,NA,NA,NA,NA,
ENSG00000227295,3,-0.05847207,0.793057808,0.972978706,3,-0.345832412,0.166779997,0.423895032,ELL2P1
ENSG00000227304,1,-0.197159807,0.574087153,NA,1,-0.42346645,0.256071775,0.53460068,
ENSG00000227306,28,-0.673079977,0.017499266,0.431721657,35,-0.064625442,0.849785404,0.94213615,LINC02708
ENSG00000227345,211,0.122259048,0.017075862,0.429792225,210,0.133930233,0.081297887,0.272783862,PARG
ENSG00000227347,6,-0.030441764,8.54E-01,9.82E-01,6,-0.024988195,8.96E-01,9.61E-01,HNRNPKP2
ENSG00000227354,45,-0.250188617,2.11E-02,4.55E-01,47,-0.300728148,0.012892038,0.083097128,RBM26-AS1
ENSG00000227359,5,0.211258676,2.90E-01,8.43E-01,5,0.121603348,0.650407951,0.846163251,
ENSG00000227372,203,-0.101923731,0.111244411,0.706252444,214,-0.101712782,2.38E-01,5.14E-01,TP73-AS1
ENSG00000227373,2,-0.006904739,9.80E-01,9.97E-01,2,-0.368265308,2.42E-01,0.519360337,RABGAP1L-DT
ENSG00000227374,1,-0.135630182,0.686685513,NA,1,-0.238811643,0.523575721,0.76754988,
ENSG00000227375,3,0.376211397,1.30E-01,7.25E-01,2,0.15608485,5.76E-01,8.02E-01,DLG1-AS1
ENSG00000227376,5,-0.066318464,0.703791209,0.955609861,5,-0.588179031,1.39E-02,8.79E-02,FTH1P16
ENSG00000227388,2,-0.368024865,0.235701215,0.816024812,3,0.139253427,0.659866736,0.851521841,
ENSG00000227392,1,0.329804022,0.439379152,NA,1,0.123884062,0.745381996,0.895616703,HPN-AS1
ENSG00000227398,31,0.074198047,0.448286724,0.902681136,32,0.037314806,7.12E-01,8.80E-01,KIF9-AS1
ENSG00000227403,72,-0.252669156,0.056045062,0.609420169,72,-0.287690535,0.040482915,0.17660094,LINC01806
ENSG00000227411,11,-0.184604411,0.398602593,0.888103583,13,0.177656242,0.429587258,0.697704236,ACNATP
ENSG00000227449,8,-0.17416636,0.424189427,0.895139167,9,0.034301606,0.885645716,0.957238358,FGF7P6
ENSG00000227456,8,-0.245672206,0.089713134,0.676966398,8,-0.578176987,0.000431652,0.006909108,LINC00310
ENSG00000227470,NA,NA,NA,NA,NA,NA,NA,NA,RPL39P16
ENSG00000227471,3,1.299324126,0.020374935,0.450993501,6,3.354201097,7.72E-07,4.28E-05,AKR1B15
ENSG00000227477,12,-0.073154314,0.512933392,0.918615432,11,-0.425167294,0.001413295,0.016890844,STK4-AS1
ENSG00000227482,3,0.091240303,7.18E-01,0.957033843,3,0.162073927,5.93E-01,8.11E-01,
ENSG00000227486,NA,NA,NA,NA,1,0.694360198,1.12E-01,3.32E-01,
ENSG00000227495,NA,NA,NA,NA,1,0.773019842,0.136182176,NA,KIF1C-AS1
ENSG00000227496,NA,NA,NA,NA,1,1.038776674,0.019174441,0.108604398,
ENSG00000227500,203,-0.059438378,0.459682939,0.904001081,201,-0.140889373,1.79E-01,4.41E-01,SCAMP4
ENSG00000227502,86,0.07208265,4.85E-01,9.11E-01,101,0.242866577,0.060870959,0.227579943,MROCKI
ENSG00000227507,39,-0.018463745,0.893674678,0.985696671,51,0.266757595,0.15016205,0.39680319,LTB
ENSG00000227508,2,0.152640938,6.36E-01,9.43E-01,1,0.138915215,7.21E-01,8.85E-01,LINC01624
ENSG00000227525,NA,NA,NA,NA,1,-0.042923863,9.27E-01,NA,RPL7P6
ENSG00000227533,1,0.439753184,0.308418905,NA,1,-0.092633914,0.851547826,0.942937079,SLC2A1-AS1
ENSG00000227540,13,-0.044188072,0.75512073,0.96421071,14,-0.040061662,0.775300808,0.908722889,DNAJC9-AS1
ENSG00000227542,2,-0.040290586,0.887217149,0.985557898,2,0.383824485,0.208888057,0.478371812,
ENSG00000227543,16,-0.003428818,0.980886582,0.996907274,19,0.056030676,0.749678338,0.897013277,SPAG5-AS1
ENSG00000227544,3,0.027401522,0.916279881,0.988051551,4,0.620650618,0.029449604,0.143511477,
ENSG00000227555,7,-0.181049306,0.439004907,0.900553078,6,-0.709546277,0.006049786,0.048600481,MIR4290HG
ENSG00000227582,1,0.49786747,0.554963366,NA,NA,NA,NA,NA,ADGRF5P1
ENSG00000227591,25,-0.050460139,6.88E-01,0.952332966,25,-0.196437984,0.19002869,0.454984193,HSD11B1-AS1
ENSG00000227598,1,0.009816554,0.979745023,NA,1,-0.237657979,0.61668633,0.825614644,
ENSG00000227615,54,0.056272012,0.714364556,0.95685068,54,0.080222348,5.93E-01,0.811536726,
ENSG00000227621,1,-0.512769049,0.177181597,NA,1,-0.167134834,6.65E-01,8.55E-01,PHBP11
ENSG00000227627,1,0.248674834,4.63E-01,NA,NA,NA,NA,NA,
ENSG00000227630,3,-0.237320069,0.362508334,0.873590619,3,0.04087507,0.873439695,0.952604986,LINC01132
ENSG00000227632,NA,NA,NA,NA,NA,NA,NA,NA,
ENSG00000227634,5,-0.242128595,3.08E-01,8.51E-01,5,-0.654228919,0.042481813,0.182055782,LINC01714
ENSG00000227646,NA,NA,NA,NA,NA,NA,NA,NA,STEAP2-AS1
ENSG00000227671,114,0.058542475,0.533722967,0.922194332,134,0.263830409,0.01209237,0.079356134,ZNF731P
ENSG00000227678,NA,NA,NA,NA,1,-0.278041377,0.557329005,NA,
ENSG00000227694,1,-0.283624608,0.454664695,NA,NA,NA,NA,NA,RPL23AP74
ENSG00000227695,21,-0.320897005,0.041087,0.550296533,24,-0.294909219,0.108821191,0.325323051,DNMBP-AS1
ENSG00000227704,3,0.085724451,0.708745324,0.956782515,3,-0.154475273,5.64E-01,7.94E-01,
ENSG00000227712,28,-0.259260845,0.006532982,0.320983421,29,-0.239047924,4.18E-02,1.80E-01,
ENSG00000227729,6,-0.280132538,0.140351305,0.735179371,6,-0.69443507,0.001605903,0.018491645,RD3L
ENSG00000227733,1,0.307314628,0.38717575,NA,2,0.919333469,2.63E-02,1.34E-01,
ENSG00000227740,2,0.428237119,2.02E-01,8.00E-01,2,0.417734224,0.306534398,0.588925942,LINC02803
ENSG00000227741,5,-0.058264827,0.839188631,0.980638548,5,-0.292673391,0.293485292,0.573801029,
ENSG00000227766,7,0.439820046,4.54E-02,5.65E-01,8,0.758896916,0.006565801,0.051564677,
ENSG00000227782,3,-0.15325297,0.591048892,0.936966672,3,-0.279852547,0.327328748,0.609287732,
ENSG00000227799,4,-0.00196549,0.991954804,0.998869906,4,0.011618407,0.95976207,0.983840472,CDPF1P1
ENSG00000227811,1,0.583727211,0.17763191,NA,1,0.550790614,0.298198011,NA,INKA2-AS1
ENSG00000227825,3,0.431807705,0.103361492,0.697496836,3,0.944190127,0.001799843,0.020117052,SLC9A7P1
ENSG00000227827,6,-0.513744967,0.266448627,0.830301473,6,0.100827724,0.845487293,0.940717783,PKD1P2
ENSG00000227855,2,0.052271458,0.854799126,0.981554205,2,0.194614143,0.48656867,0.741629195,DPY19L2P3
ENSG00000227857,1,-0.091290386,8.55E-01,NA,1,-0.179333364,7.25E-01,NA,
ENSG00000227896,17,-0.194614809,0.152507582,0.745987217,20,-0.166171558,2.44E-01,0.520573735,
ENSG00000227906,23,0.556981386,0.001903436,0.193299188,23,0.718443719,2.81E-04,0.004888632,SNAP25-AS1
ENSG00000227908,1,0.000921993,0.997866124,NA,2,-0.018705019,9.57E-01,9.83E-01,FLJ31104
ENSG00000227910,4,0.038531173,0.865071198,0.983185169,5,0.163532718,0.52220644,0.766439504,
ENSG00000227939,8,-0.212614392,0.18053178,0.780156091,7,-0.304919135,0.09791489,0.305778242,RPL3P2
ENSG00000227946,29,-0.074721652,0.435545213,0.899717185,30,-0.123094152,0.19510403,0.462104179,
ENSG00000227953,54,-0.104775493,0.604717598,0.939565001,63,-0.077423959,0.741225619,0.893710077,LINC01341
ENSG00000227954,2,0.033036,0.905827322,0.987635539,3,-0.032947803,0.918593035,0.96958066,TARID
ENSG00000227959,1,0.216947566,5.45E-01,NA,NA,NA,NA,NA,
ENSG00000227963,6,-0.034484303,8.20E-01,9.76E-01,6,-0.103701526,6.20E-01,8.28E-01,RBM15-AS1
ENSG00000227973,3,-0.08251371,7.06E-01,9.56E-01,3,-0.063463264,7.95E-01,9.19E-01,PIN4P1
ENSG00000227986,7,0.21913941,2.24E-01,8.08E-01,8,0.240282858,2.86E-01,5.65E-01,TRIM60P18
ENSG00000228010,8,-0.071374444,6.85E-01,9.52E-01,7,-0.502841648,1.79E-02,1.04E-01,
ENSG00000228013,7,-0.07219695,0.629338826,0.942198716,6,-0.25571809,0.186782887,0.450947557,IL6R-AS1
ENSG00000228037,2,0.094194094,0.804826634,0.974635556,2,0.237201022,0.518299855,0.764147906,
ENSG00000228038,NA,NA,NA,NA,1,0.756391952,0.076277001,0.262766636,VN1R51P
ENSG00000228039,1,-0.661022796,1.46E-01,NA,1,-0.631918443,0.275276567,0.554524616,
ENSG00000228043,3,-0.022581107,0.921478703,0.988720643,3,-0.072759194,0.76850506,0.906046415,
ENSG00000228055,39,-0.258557748,4.33E-02,5.58E-01,39,-0.360221382,1.24E-02,8.09E-02,FAM245A
ENSG00000228057,8,-0.101794962,0.469085125,0.90563348,8,-0.134196172,4.33E-01,7.00E-01,SEC63P1
ENSG00000228058,1,0.770391411,0.0751582,NA,NA,NA,NA,NA,LINC01736
ENSG00000228063,2,-0.286230719,0.264045721,0.830301473,2,0.001919102,9.95E-01,9.98E-01,LYPLAL1-DT
ENSG00000228065,33,-0.015607983,0.884321938,0.985456964,30,-0.197582129,0.143787193,0.385468599,LINC01515
ENSG00000228078,1,-0.724198125,0.08569814,NA,1,-0.501470566,0.323051028,NA,HLA-U
ENSG00000228084,18,0.005275545,0.953898892,0.99301293,17,-0.148095159,0.205061627,0.473982563,
ENSG00000228107,4,-0.201010025,3.20E-01,8.54E-01,4,-0.34874684,0.170437703,0.428659039,
ENSG00000228109,6,0.005312659,9.82E-01,0.99719182,9,0.37967831,0.134085441,0.370318854,MELTF-AS1
ENSG00000228110,5,-0.275886077,0.134246223,0.728141661,5,-0.169342383,0.41929028,0.691458225,ST13P19
ENSG00000228133,47,0.176242155,0.197043927,0.795495378,46,0.126432095,0.343141194,0.625533251,
ENSG00000228137,NA,NA,NA,NA,1,-0.190620937,0.771391339,NA,
ENSG00000228139,1,-0.800037288,0.051402734,NA,1,-0.27912714,0.513235308,0.761100994,LINC01402
ENSG00000228140,NA,NA,NA,NA,NA,NA,NA,NA,
ENSG00000228146,26,-0.03240374,0.859909208,0.981732848,30,-0.111192082,0.608922947,0.821613914,CASP16P
ENSG00000228158,8,0.172073156,0.363382375,0.873920046,7,-0.143689703,0.428326308,0.696743527,TLE1P1
ENSG00000228170,2,0.736461007,0.195517587,0.79373542,2,0.633529498,0.247971623,0.5255924,
ENSG00000228172,21,-0.14092489,0.214359948,0.804503232,20,-0.312537339,0.011217021,0.07524046,
ENSG00000228175,21,0.080148142,0.363907066,0.873939144,20,-0.147110326,0.152676317,0.400199291,GEMIN8P4
ENSG00000228192,18,-0.004027605,0.969753461,0.994718891,18,0.001692194,0.988924106,0.99545046,
ENSG00000228201,1,0.008128311,0.981603989,NA,1,-0.621888244,0.138335262,NA,
ENSG00000228203,1,0.308052254,0.420497675,NA,1,0.412393094,0.3941215,NA,GRASLND
ENSG00000228205,12,-0.180296888,2.51E-01,8.25E-01,11,-0.176817869,3.25E-01,6.07E-01,
ENSG00000228218,2,0.216781185,5.07E-01,9.17E-01,1,-0.22601532,5.72E-01,7.99E-01,ATF4P3
ENSG00000228223,17,0.13115553,0.345325979,0.865413284,17,0.349367613,3.26E-02,1.54E-01,HCG11
ENSG00000228224,2,-0.214787783,0.449639517,0.902681136,2,-0.333884335,0.297032245,0.578199346,NACA4P
ENSG00000228232,42,0.008648875,0.953948885,0.99301293,39,-0.017668144,0.909994702,0.966148218,GAPDHP1
ENSG00000228238,2,-0.275283568,0.295607645,0.845567571,3,0.081179251,0.81423756,0.92762723,
ENSG00000228242,NA,NA,NA,NA,NA,NA,NA,NA,XPC-AS1
ENSG00000228251,2,-0.414081229,9.51E-02,6.91E-01,3,-0.259145663,3.11E-01,5.94E-01,
ENSG00000228252,3,0.109357272,0.75392277,0.963980762,4,0.557319044,0.135112807,0.37190791,COL6A4P2
ENSG00000228253,15439,0.107504057,0.42885291,0.897085441,15029,0.111484216,0.464943189,0.726501325,MT-ATP8
ENSG00000228262,34,0.392270442,0.15157562,0.744689089,44,0.772729093,0.009961526,0.069384422,LINC01320
ENSG00000228271,4,0.337955936,0.227495627,0.810267734,4,0.598496319,0.042500887,0.182099232,LINC02048
ENSG00000228274,6,-0.12740482,0.47043053,0.905953084,6,0.092932474,0.631560976,0.834646945,
ENSG00000228278,27862,-0.064654833,0.445746052,0.901668232,26714,-0.239569719,0.005331928,0.044714209,ORM2
ENSG00000228280,2,-0.124197228,0.690195994,0.952988608,2,0.057698648,8.47E-01,0.941568412,
ENSG00000228285,2,-0.142596124,5.95E-01,0.937693412,2,0.120753064,0.676919502,0.861030259,LYPLA2P1
ENSG00000228288,6,-0.114234558,5.72E-01,9.32E-01,6,-0.228961546,3.14E-01,5.96E-01,PCAT6
ENSG00000228291,105,-0.449701881,2.52E-03,2.26E-01,113,-0.513876266,0.009570113,0.067258028,ARL4AP3
ENSG00000228300,310,-0.113110123,0.423553001,0.895067984,309,-0.1790157,0.251272958,0.529680912,FAM174C
ENSG00000228305,11,-0.001650077,9.91E-01,9.99E-01,11,0.038355751,0.843507586,0.940047812,PRELID1P6
ENSG00000228314,4,-0.097300191,7.46E-01,9.62E-01,5,-0.150688887,6.48E-01,8.45E-01,CYP4F29P
ENSG00000228327,2,-0.234277547,0.501889389,0.91561983,2,0.202864498,0.551058949,0.787127202,
ENSG00000228328,1,-0.002416789,0.993988097,NA,1,-0.547141069,1.51E-01,NA,PGK1P1
ENSG00000228335,2,-0.204137632,0.575680534,0.932578193,2,0.027814174,9.42E-01,0.977065484,
ENSG00000228340,3,0.008008733,0.980591841,0.996907274,4,0.42842492,0.243943508,0.520773167,MIR646HG
ENSG00000228363,3,0.333783008,0.361657651,0.873263055,3,0.342075277,0.375575971,0.654877884,
ENSG00000228393,16,0.129511019,0.442487489,0.901008397,19,0.128387821,0.428941161,0.697177957,LINC01004
ENSG00000228395,1,0.398639254,0.198745504,NA,2,0.543047702,0.117402574,0.340821833,
ENSG00000228401,5,-0.251750401,0.193028175,0.791476312,6,0.105347332,0.64033857,0.839994401,
ENSG00000228407,1,0.174779117,0.578745406,NA,1,-0.065485535,8.45E-01,0.940447987,
ENSG00000228409,42,-0.016720828,0.897894353,0.986349407,44,-0.115429468,0.34287055,0.625322223,CCT6P1
ENSG00000228412,NA,NA,NA,NA,1,1.619761328,0.018160598,NA,LNC-LBCS
ENSG00000228427,3,0.284755836,0.211943623,0.804238217,4,0.477517866,0.06844473,0.245266015,
ENSG00000228434,3,-0.232534714,3.24E-01,8.56E-01,2,-0.577206337,5.28E-02,2.08E-01,
ENSG00000228436,8,0.254355179,0.057433111,0.611088377,9,0.27907165,0.089932475,0.290711006,
ENSG00000228444,1,0.062719849,0.872723341,NA,2,0.35902282,3.69E-01,6.49E-01,
ENSG00000228445,46,-0.276508601,0.201233074,0.799539069,43,-0.369118608,0.153097666,0.400932594,UGT1A2P
ENSG00000228446,NA,NA,NA,NA,1,0.270852699,0.519904611,NA,ANKRD49P1
ENSG00000228451,19,0.085063191,0.542194712,0.923760284,18,-0.030435852,0.847789246,0.941686821,SDAD1P1
ENSG00000228463,4,-0.070354759,0.835256342,0.979869061,4,0.056488683,0.865646221,0.948513092,
ENSG00000228474,1390,-0.100735653,0.188192754,0.785295761,1436,-0.0680134,0.340500314,0.622644945,OST4
ENSG00000228477,29,-0.007614798,0.966690697,0.994089776,31,0.080787567,0.692535895,0.869493799,
ENSG00000228486,32,-0.245860737,0.158961538,0.75287237,41,-0.059842187,0.758460292,0.900754902,C2orf92
ENSG00000228495,1,0.451718127,2.64E-01,NA,NA,NA,NA,NA,LINC01013
ENSG00000228501,NA,NA,NA,NA,NA,NA,NA,NA,RPL15P18
ENSG00000228502,15,-0.055433727,0.637536284,0.943460244,15,-0.043558358,0.737723336,0.892541539,EEF1A1P11
ENSG00000228506,21,0.17809656,0.20336419,0.800442781,18,-0.090321613,0.625916132,0.831329473,
ENSG00000228519,4,-0.46300553,0.013268175,0.399012713,4,-0.537875394,0.014259997,0.089210726,RANBP1P1
ENSG00000228532,3,-0.487595239,0.01861227,0.436150722,3,-0.528552569,0.015476978,0.093769187,SUMO2P21
ENSG00000228541,1,-0.427172652,0.229908767,NA,1,-0.596784977,0.131315546,0.365357456,
ENSG00000228544,18,-0.171444878,0.153176223,0.746913099,16,-0.441709676,0.000464753,0.007305256,CCDC183-AS1
ENSG00000228560,1,-0.103914725,0.776728826,NA,1,-0.846335818,0.099403024,NA,
ENSG00000228570,1,0.878876796,0.116770597,NA,NA,NA,NA,NA,NUTM2E
ENSG00000228589,16,-0.239311396,0.10424028,0.698243323,16,-0.336850143,0.037903146,0.169352965,SPCS2P4
ENSG00000228594,5,-0.045665948,0.830362795,0.979195706,5,0.01862508,0.942020984,0.977238042,FNDC10
ENSG00000228606,2,-0.102541955,0.704806965,0.955609861,2,-0.285423807,0.357361584,0.638112504,
ENSG00000228620,16,-0.201806951,0.254933138,0.827226889,20,0.451476912,0.052259497,0.206613825,
ENSG00000228623,2,0.257737126,0.30777064,0.851054809,4,0.706857255,0.043862238,0.185480304,ZNF883
ENSG00000228624,2,0.316631774,0.277912258,0.835057485,2,0.531657573,0.098201536,0.306314124,HDAC2-AS2
ENSG00000228638,38,0.057742822,0.389820379,0.884852655,39,0.049469595,0.589136028,0.808904611,FCF1P2
ENSG00000228639,2,-0.1680856,0.602478014,0.938958756,4,0.553138255,0.172115894,0.431100452,ROCR
ENSG00000228649,8,-0.25145641,0.128992857,0.725184711,8,-0.180201037,0.322754951,0.604832105,SNHG26
ENSG00000228661,5,-0.185804579,0.34008315,0.864528911,5,-0.289274269,0.177062517,0.438464918,STIM1-AS1
ENSG00000228672,11,-0.062592106,0.663784281,0.950165878,11,-0.217447086,0.215493356,0.486633758,PROB1
ENSG00000228695,384,-0.276284527,0.324852869,0.855674001,405,-0.255735548,0.397732587,0.674743349,CES1P1
ENSG00000228696,5,0.001910379,0.994152848,0.99893313,5,-0.148841396,0.646732023,0.843990615,ARL17B
ENSG00000228697,23,-0.212389853,0.202768186,0.800425388,27,-0.235334713,0.266633513,0.544916429,
ENSG00000228701,10,0.362251621,0.121444469,0.717029157,9,0.146265464,0.531884342,0.773817271,TNKS2-AS1
ENSG00000228705,19,-0.255472036,0.119971847,0.71512296,21,-0.195166588,0.312923988,0.594950487,LINC00659
ENSG00000228709,66,0.07359077,0.676262132,0.951585636,60,-0.278343768,0.104409361,0.31717007,LINC02575
ENSG00000228716,771,0.078234738,0.246318826,0.821524542,724,-0.012732371,0.886694768,0.957453118,DHFR
ENSG00000228727,2,-0.037387755,0.922761328,0.988720643,3,-0.092987159,0.805149366,0.924084293,SAPCD1
ENSG00000228737,1,0.062531301,0.861116193,NA,1,-0.028856702,0.938294611,NA,
ENSG00000228775,35,0.158610861,0.144925015,0.741355511,37,0.191342015,0.090035622,0.290912561,WEE2-AS1
ENSG00000228782,26,-0.052241434,0.635386091,0.943020393,28,0.039253572,0.737673722,0.892541539,MRPL45P2
ENSG00000228784,1,-0.373663735,0.299603721,NA,2,0.085076784,0.81738573,0.928725425,LINC00954
ENSG00000228791,25,-0.088491388,0.417188069,0.895067984,24,-0.312896296,0.003092761,0.029993024,THRB-AS1
ENSG00000228794,344,0.000882884,0.993779653,0.99893313,316,-0.212937774,0.068896837,0.246231566,LINC01128
ENSG00000228801,25,-0.119813874,0.280272595,0.836552509,22,-0.282224891,4.02E-02,0.176032696,
ENSG00000228812,50,-0.088569951,0.684034473,0.952058122,48,-0.398287204,0.111428962,0.329709513,LAMA5-AS1
ENSG00000228817,1,-0.03992763,0.9146685,NA,1,0.030359147,0.942744933,0.977305822,BACH1-IT2
ENSG00000228818,2,-0.03955477,0.892613475,0.985696671,2,0.176708498,0.572106659,0.799445714,
ENSG00000228826,86,-0.07032637,0.491314449,0.914101795,87,-0.231443967,5.59E-02,2.16E-01,
ENSG00000228830,NA,NA,NA,NA,NA,NA,NA,NA,
ENSG00000228839,2,0.284473932,0.413869905,0.89468552,2,0.667400001,0.080316215,0.270594762,PIK3IP1-DT
ENSG00000228842,13,0.31102465,0.347595475,0.866963816,14,0.695876235,0.05978833,0.224789409,PCDH9-AS2
ENSG00000228878,15,-0.223353678,0.047476167,0.575394143,16,-0.222733735,0.0455659,0.189610257,SEPTIN7-DT
ENSG00000228887,4,-0.270382108,0.214943383,0.804503232,4,-0.270193381,0.254070102,0.532665787,EEF1DP1
ENSG00000228888,9,0.275894321,1.61E-01,7.57E-01,8,0.167809103,4.20E-01,6.92E-01,LINC01428
ENSG00000228889,19,-0.161200757,0.113789726,0.708743862,18,-0.261751814,0.034738069,0.160024013,UBAC2-AS1
ENSG00000228903,26,-0.007766862,0.947105358,0.991763935,26,-0.213967771,0.105987261,0.320041261,RASA4CP
ENSG00000228906,4,-0.059476169,0.760978715,0.966004487,3,-0.467293886,0.060615313,0.226906201,
ENSG00000228918,7,0.086761788,0.647808795,0.946265173,7,-0.034335518,8.88E-01,9.58E-01,LINC01344
ENSG00000228923,95,-0.092199919,0.517325136,0.919530435,90,-0.323780512,0.053074595,0.208313865,
ENSG00000228929,27,-0.20266415,1.04E-01,6.98E-01,29,-0.136963949,3.15E-01,5.97E-01,RPS13P2
ENSG00000228956,2,0.295088976,2.98E-01,8.46E-01,2,-0.033953057,9.12E-01,9.67E-01,SATB1-AS1
ENSG00000228960,3,0.393947281,0.346372766,0.865779983,4,0.877717,0.018708562,0.106793356,OR2A9P
ENSG00000228971,1,-1.224028267,0.126035853,NA,1,-1.431623018,0.1482667,0.39338743,LINC02607
