SYMBOL,baseMean_6N-WD-C0.2-FG-9W,log2FoldChange_6N-WD-C0.2-FG-9W,pvalue_6N-WD-C0.2-FG-9W,padj_6N-WD-C0.2-FG-9W,baseMean_6N-WD-C0.2-FG-29W,log2FoldChange_6N-WD-C0.2-FG-29W,pvalue_6N-WD-C0.2-FG-29W,padj_6N-WD-C0.2-FG-29W
2210016F16Rik,6.86961202,0.022783898,0.725018642,0.853908929,6.86961202,0.079812794,0.220975517,0.362778994
2210016L21Rik,6.462682415,0.082907046,0.002439922,0.018307733,6.462682415,0.016146752,0.545231705,0.66717614
2210018M11Rik,6.519334771,-0.045597693,0.33835841,0.559900378,6.519334771,-0.042736725,0.370592552,0.513700189
2210404J11Rik,6.897723902,-0.048619116,0.276222842,0.494773332,6.897723902,0.106881116,0.018482699,0.061023121
2210404O07Rik,5.438491378,0.039204223,0.393141809,0.609751495,5.438491378,0.035579182,0.439342578,0.577539128
2210404O09Rik,4.934586489,0.013765598,0.72164778,0.851402149,4.934586489,0.09773747,0.013249532,0.04708647
2210407C18Rik,3.398729616,-0.005248942,0.899227736,0.948867194,3.398729616,-0.050199895,0.229061205,0.37168121
2210408I21Rik,4.482029909,-0.020472097,0.612876266,0.781642155,4.482029909,0.081083175,0.048077895,0.124787084
2300002M23Rik,4.134297376,-0.068573716,0.269715697,0.487659569,4.134297376,-0.024212533,0.696552017,0.786603601
2300003K06Rik,2.306458227,-0.086707511,0.138325962,0.31958234,2.306458227,-0.001584645,0.978301753,0.9859669
2300009A05Rik,6.394976005,0.119019717,0.071199962,0.206803525,6.394976005,-0.11435131,0.083561104,0.185565106
2310002J15Rik,4.766381928,0.018640174,0.678293456,0.824870469,4.766381928,-0.107682195,0.018712338,0.06156261
2310002L09Rik,2.948808837,-0.085458713,0.088671421,0.239053037,2.948808837,-0.038865014,0.436749338,0.575007819
2310003H01Rik,6.018186295,0.031618675,0.342059682,0.563284506,6.018186295,-0.041551452,0.213888555,0.354346274
2310005G13Rik,2.322474154,-0.014454884,0.674713463,0.82226971,2.322474154,-0.05047137,0.146208961,0.272614205
2310007B03Rik,4.636920767,-0.019240902,0.644699902,0.804565008,4.636920767,0.036898894,0.378551703,0.520901666
2310007L24Rik,5.05907082,-0.036862054,0.432158477,0.644382934,5.05907082,-0.075069096,0.11265952,0.228183729
2310008H04Rik,5.225276563,-0.02479802,0.388652502,0.605580384,5.225276563,0.029743816,0.302843919,0.44966908
2310009B15Rik,5.61383046,0.067010563,0.071495733,0.207510473,5.61383046,-0.124559809,0.001090998,0.005831509
2310011J03Rik,6.542015263,0.122208901,0.051345,0.165792063,6.542015263,-0.075138753,0.228734629,0.371414315
2310014L17Rik,5.116326064,0.066436375,0.173072161,0.369680005,5.116326064,0.016800315,0.729743725,0.812626415
2310022A10Rik,5.869533901,0.051787818,0.190339256,0.391855158,5.869533901,-0.020733728,0.599400704,0.711970291
2310022B05Rik,6.331887519,0.267654124,1.47E-06,5.06E-05,6.331887519,-0.067462179,0.195495035,0.333289284
2310030G06Rik,6.711284145,0.005195296,0.908821609,0.953504951,6.711284145,-0.181347515,0.000137578,0.000920972
2310033P09Rik,7.501908061,0.056684698,0.184318691,0.384308914,7.501908061,-0.071991689,0.09366345,0.201270458
2310034C09Rik,5.068094916,0.016184805,0.810583264,0.903135378,5.068094916,-0.065997475,0.330952331,0.477726061
2310035C23Rik,6.039090674,-0.229467188,0.006525063,0.038195914,6.039090674,-0.011331185,0.890993557,0.929616105
2310036O22Rik,9.330527646,-0.052410255,0.38208472,0.600263004,9.330527646,0.018817607,0.753778668,0.83082582
2310039H08Rik,7.288571764,0.218011968,0.000233101,0.002990606,7.288571764,-0.088355775,0.123562782,0.243814638
2310042D19Rik,3.836061811,-0.216221498,0.005104881,0.031976758,3.836061811,-0.083541372,0.270719817,0.416034822
2310042E22Rik,4.472198392,-0.115498005,0.16888646,0.363875559,4.472198392,-0.055932502,0.504454582,0.633643768
2310045N01Rik,6.188233684,0.116328067,0.006542072,0.038261563,6.188233684,0.067733218,0.108955906,0.223173151
2310047M10Rik,6.326558349,0.131205734,0.032374274,0.120116502,6.326558349,-0.130464615,0.033778046,0.096692098
2310050C09Rik,4.40332295,-0.085246447,0.353037829,0.57402334,4.40332295,-0.068963059,0.453205969,0.589553149
2310057J18Rik,2.678717582,0.014895362,0.627713952,0.792655426,2.678717582,-0.073063901,0.019540485,0.063611746
2310057M21Rik,5.361954924,0.000369296,0.99256939,0.996341697,5.361954924,0.03431284,0.389153244,0.53050283
2310057N15Rik,1.942102985,-0.070663248,0.143200596,0.327596791,1.942102985,-0.024761947,0.606804256,0.717790686
2310061I04Rik,6.599581755,0.156007475,0.000924347,0.008682022,6.599581755,-0.003262286,0.943027166,0.964262868
2310061N02Rik,3.597795739,-0.092334842,0.177540628,0.375249393,3.597795739,-0.072697114,0.288633132,0.434859576
2310067B10Rik,7.127336968,0.12190677,0.011014568,0.055688507,7.127336968,-0.150804032,0.001895931,0.009390444
2310079G19Rik,3.858997631,0.11171893,0.084525172,0.231777289,3.858997631,0.055608822,0.388519718,0.530040434
2410002F23Rik,5.642328434,0.031821692,0.279617623,0.49857621,5.642328434,-0.039103365,0.185888694,0.321961104
2410004B18Rik,5.116667524,0.031909399,0.281646718,0.500808285,5.116667524,0.01619192,0.584822693,0.700770053
2410004P03Rik,5.57128199,0.112618896,0.030023504,0.113547214,5.57128199,-0.084958913,0.100428641,0.211075962
2410012M07Rik,3.837799441,-0.189440196,0.013278214,0.063621995,3.837799441,0.008622254,0.908807649,0.941114053
2410015M20Rik,7.452409004,0.022293125,0.713895093,0.846777237,7.452409004,-0.162531681,0.009000541,0.034599594
2410016O06Rik,3.932299005,-0.03247103,0.592894085,0.768641344,3.932299005,-0.152152381,0.014078202,0.049410898
2410018M08Rik,5.769870276,0.21411882,2.95E-08,1.90E-06,5.769870276,0.003472192,0.921327175,0.949511993
2410066E13Rik,5.57887335,0.045841805,0.160646345,0.352564087,5.57887335,0.045038153,0.169097134,0.30163396
2410076I21Rik,4.139485352,-0.053535141,0.448748545,0.658147533,4.139485352,-0.043644469,0.537669934,0.660836107
2410089E03Rik,5.018024544,0.072984303,0.030225428,0.114066586,5.018024544,0.067262219,0.045882979,0.120902093
2410124H12Rik,4.308684568,0.012299122,0.845705587,0.922096847,4.308684568,-0.029339994,0.643513116,0.746944294
2410127L17Rik,6.348520461,0.042611838,0.341117145,0.562466026,6.348520461,-0.051356927,0.253038314,0.398034635
2410131K14Rik,6.331417073,0.144996698,0.001172888,0.010446822,6.331417073,-0.039647513,0.361776104,0.50554741
2410137M14Rik,4.049348071,-0.096328628,0.12303217,0.295897729,4.049348071,0.001155821,0.985167182,0.990517547
2410141K09Rik,4.836944177,-0.390273431,0.001020727,0.009372828,4.836944177,-0.120007881,0.299236313,0.445782667
2510002D24Rik,6.334855431,-0.119658722,0.012211747,0.060070151,6.334855431,-0.239091456,2.07E-06,2.05E-05
2510003E04Rik,5.835389283,0.026427507,0.481496359,0.683332955,5.835389283,0.042623725,0.258606074,0.403586837
2510009E07Rik,7.18148369,0.141516473,0.010058937,0.05210708,7.18148369,0.225463439,7.04E-05,0.000506256
2510039O18Rik,7.294275398,0.245231112,3.78E-06,0.000107417,7.294275398,-0.024683851,0.620138955,0.728435279
2510049J12Rik,7.995873268,0.143826967,0.096982152,0.253512729,7.995873268,0.204649535,0.019490119,0.063508144
2610002J02Rik,6.352076408,0.076642907,0.045867502,0.1535298,6.352076408,0.094912335,0.01424795,0.049865309
2610002M06Rik,6.393978697,0.124788174,0.092603899,0.245786455,6.393978697,-0.009786896,0.894431489,0.932058518
2610008E11Rik,5.779450482,-0.208615518,0.002414203,0.018176722,5.779450482,0.047878418,0.475639088,0.609203071
2610015P09Rik,4.877381597,0.025064844,0.363179306,0.583709443,4.877381597,0.006173224,0.822823647,0.880520427
2610018G03Rik,2.907457098,-0.004241143,0.892279444,0.945299777,2.907457098,0.045748904,0.147664142,0.274526418
2610019F03Rik,6.878251028,0.228546627,6.57E-06,0.000169119,6.878251028,0.120564971,0.013175221,0.046889678
2610028H24Rik,5.586860925,0.015958805,0.729467249,0.855891532,5.586860925,-0.099297032,0.034188235,0.097514002
2610034B18Rik,6.378682793,0.174162345,0.001219591,0.010775594,6.378682793,0.233391652,2.40E-05,0.000189782
2610034M16Rik,2.507827639,0.045083042,0.099974516,0.258933205,2.507827639,-0.051696355,0.060550392,0.147188946
2610044O15Rik8,5.594223368,-0.033042753,0.530954836,0.724158933,5.594223368,-0.049799321,0.346981638,0.492502096
2610301B20Rik,5.333486865,0.032315696,0.324228469,0.545539943,5.333486865,-0.072575684,0.029050421,0.086056496
2610301G19Rik,6.624969843,0.088936808,0.020031547,0.085869925,6.624969843,-0.001759636,0.962780938,0.976840284
2610305D13Rik,5.25669344,-0.180352318,0.065906887,0.196648521,5.25669344,0.019874862,0.83818142,0.891560745
2610318N02Rik,4.254740136,-0.05489077,0.223116996,0.433944484,4.254740136,-0.018765565,0.676609216,0.771672363
2610507B11Rik,8.648259589,0.093646035,0.115309099,0.284630273,8.648259589,0.075446248,0.204494698,0.343728085
2610524H06Rik,6.04350199,-0.048417365,0.536095139,0.727812254,6.04350199,0.190009604,0.017173494,0.057613497
2610528A11Rik,4.111878066,-0.042550259,0.335946322,0.557303467,4.111878066,-0.06076805,0.171711569,0.30486999
2610528J11Rik,6.576714907,0.037377515,0.340055432,0.561627318,6.576714907,-0.049057947,0.212563506,0.352711551
2700029M09Rik,5.63876581,0.044193334,0.211203972,0.419422505,5.63876581,0.170955968,5.48E-06,5.00E-05
2700049A03Rik,5.065239749,0.035834363,0.387762353,0.604532067,5.065239749,0.024293686,0.558714348,0.678451083
2700050L05Rik,6.097434802,-0.106854841,0.090110017,0.241539891,6.097434802,-0.280312476,2.31E-05,0.000184498
2700060E02Rik,7.92220498,-0.095875897,0.270386841,0.488466019,7.92220498,0.013868355,0.873197392,0.916843376
2700062C07Rik,6.340727287,-0.034245958,0.362495787,0.583131317,6.340727287,-0.055337015,0.14378635,0.269568787
2700081O15Rik,6.026780221,0.033727139,0.410640506,0.626023385,6.026780221,-0.004884807,0.905196303,0.938770353
2700089E24Rik,7.215885358,0.089501559,0.255003359,0.471516993,7.215885358,-0.017774416,0.820941175,0.879056518
2700094K13Rik,5.451158109,0.055009251,0.137083489,0.317626988,5.451158109,-0.009712094,0.792138057,0.858582993
2700097O09Rik,5.014309338,0.00314902,0.929205207,0.963546352,5.014309338,0.043237119,0.225760611,0.36804312
2810004N23Rik,6.649861345,0.042875403,0.297915702,0.518122225,6.649861345,-0.136420173,0.001322947,0.006894568
2810006K23Rik,5.370127153,-0.021293702,0.669363847,0.818634836,5.370127153,-0.070109077,0.16306305,0.294154991
2810007J24Rik,9.70610032,-0.611215317,0.001098347,0.00991214,9.70610032,-1.567803198,3.33E-13,1.07E-11
2810021J22Rik,5.514860099,-0.022789449,0.548945414,0.737474196,5.514860099,0.036688958,0.33666898,0.483511624
2810403A07Rik,6.941774418,0.084540803,0.134002205,0.312987818,6.941774418,0.043704159,0.437411407,0.575764672
2810407C02Rik,8.687811409,0.150651905,0.021891138,0.091254537,8.687811409,-0.003199873,0.960640054,0.975512321
2810408A11Rik,4.930019549,0.021281573,0.565999745,0.749578834,4.930019549,-0.047986401,0.198561417,0.336640116
2810408M09Rik,5.879908047,0.028651315,0.469797764,0.674657381,5.879908047,-0.009810319,0.804747822,0.868212494
2810417H13Rik,4.077227505,-0.005670155,0.881798156,0.940635745,4.077227505,0.138091017,0.000501644,0.002949559
2810428I15Rik,7.274939356,0.157420663,8.70E-05,0.001377996,7.274939356,-0.005579358,0.884323796,0.924995779
2810459M11Rik,7.852463779,-0.019795021,0.723611068,0.85301188,7.852463779,-0.185687869,0.001341246,0.006980751
2810474O19Rik,6.243056576,-0.209141378,0.071964433,0.208321415,6.243056576,-0.1645837,0.15628052,0.28574927
2900011O08Rik,4.066874419,0.022988393,0.540329522,0.731155647,4.066874419,-0.085472952,0.02516764,0.077186219
2900026A02Rik,7.288655392,0.294651724,2.76E-06,8.39E-05,7.288655392,-0.328950058,2.66E-07,3.13E-06
2900092C05Rik,2.144969069,0.006440625,0.861402831,0.930602568,2.144969069,-0.053681582,0.149188986,0.276590343
3010026O09Rik,6.167471452,0.248860022,1.44E-06,4.96E-05,6.167471452,-0.120383064,0.01411402,0.049510291
3110001D03Rik,7.880018302,0.04031639,0.52353327,0.718289967,7.880018302,-0.062774654,0.322665639,0.469183267
3110002H16Rik,6.28717566,0.070647079,0.024091685,0.097833579,6.28717566,-0.002048912,0.947158988,0.966828424
3110007F17Rik,3.745050973,0.023286974,0.580253873,0.760263917,3.745050973,0.07591643,0.074662177,0.17114378
3110009E18Rik,4.386990768,-0.005146522,0.869653157,0.934571658,4.386990768,-0.05648038,0.075212847,0.171923759
3110021N24Rik,5.649842265,-0.020169516,0.644669006,0.804565008,5.649842265,-0.100294269,0.02422265,0.075045928
3110035E14Rik,4.069661212,0.055411632,0.223230748,0.434037876,4.069661212,-0.004786032,0.91605573,0.946097391
3110040N11Rik,6.327627663,0.076527715,0.09251976,0.245640521,6.327627663,0.070201824,0.123220793,0.24338226
3110043O21Rik,5.822653283,0.063629857,0.230172353,0.442875593,5.822653283,0.252348601,7.49E-06,6.66E-05
3110047P20Rik,3.013040365,0.046564715,0.07155649,0.207625973,3.013040365,-0.053514117,0.039467733,0.108420408
3110052M02Rik,5.426683227,-0.101206422,0.021041615,0.088815973,5.426683227,-0.122638551,0.005629433,0.023506205
3110062M04Rik,5.575507375,0.073383956,0.029394455,0.111868349,5.575507375,-0.051477296,0.124728494,0.245381541
3110079O15Rik,5.705265942,0.01796943,0.753457107,0.870783654,5.705265942,-0.066439807,0.248510044,0.393252553
3110082I17Rik,7.058203071,-0.049034037,0.251687449,0.467291328,7.058203071,-0.069373508,0.107122409,0.22053036
3110082J24Rik,5.884082613,0.026893629,0.520689345,0.716095701,5.884082613,-0.034942303,0.40559804,0.545599047
3230401D17Rik,6.242917006,0.08715125,0.001853909,0.014826032,6.242917006,0.029936175,0.273645577,0.418805415
3300002I08Rik,4.961546061,-0.053354329,0.233573486,0.44654932,4.961546061,0.112611168,0.013438421,0.047646623
3425401B19Rik,4.545543965,-0.148770358,0.167772946,0.362501559,4.545543965,0.005405636,0.959896461,0.975157136
3632451O06Rik,2.918969642,-0.01567958,0.604482319,0.775781681,2.918969642,-0.052480918,0.086311545,0.190119582
3830403N18Rik,2.693546217,-0.012788062,0.851380525,0.924768154,2.693546217,-0.035992105,0.599176219,0.711825339
3830406C13Rik,5.881551394,-0.092662451,0.064810446,0.194578678,5.881551394,0.018687254,0.707530867,0.795069149
3830417A13Rik,3.361282526,0.113267514,0.057694726,0.17947155,3.361282526,-0.069553951,0.241800529,0.385685376
4430402I18Rik,4.2285493,0.001491945,0.955189948,0.97663661,4.2285493,-0.173134524,5.18E-09,8.10E-08
4632428N05Rik,6.086562148,0.034927309,0.436843797,0.648586327,6.086562148,0.297826413,3.03E-09,4.95E-08
4632434I11Rik,4.256392536,0.101624227,0.094997669,0.250131154,4.256392536,0.232504941,0.000228734,0.001459725
4732415M23Rik,5.386465058,0.046777927,0.44436942,0.654900219,5.386465058,-0.097647989,0.113379713,0.229302442
4732456N10Rik,5.096732881,0.012084821,0.763460612,0.875601625,5.096732881,-0.013640857,0.734763644,0.816408628
4833403I15Rik,3.181408186,-0.023862461,0.342554321,0.563521147,3.181408186,-0.068004149,0.008100781,0.031750765
4833420G17Rik,6.717133962,0.268201772,0.000312941,0.003759271,6.717133962,0.222733032,0.00251327,0.011924638
4833423E24Rik,2.293524549,0.0783881,0.00457368,0.029473011,2.293524549,-0.043676358,0.109005586,0.22320567
4833424O15Rik,4.299331484,0.064999762,0.10734321,0.271647512,4.299331484,-0.108383759,0.008235373,0.032157401
4833427G06Rik,2.266165172,0.045099874,0.161664997,0.353954776,2.266165172,-0.026235954,0.414922447,0.554227832
4833439L19Rik,8.65444281,0.067208289,0.226739183,0.438359189,8.65444281,0.031763189,0.567454166,0.686245395
4921501E09Rik,3.105013622,0.003742314,0.953343275,0.975609715,3.105013622,-0.153085457,0.018905995,0.06203559
4921504E06Rik,2.575016625,0.01423593,0.614287076,0.782870551,2.575016625,-0.077991167,0.007032427,0.028233755
4921507P07Rik,3.749527157,0.034455099,0.317573504,0.537676371,3.749527157,0.015308348,0.657037793,0.757141457
4921509C19Rik,4.510077376,-0.095992375,0.138931322,0.320607007,4.510077376,-0.059263079,0.360183585,0.504017846
4921511H03Rik,2.545657288,-0.035976953,0.393611296,0.610049774,2.545657288,-0.008474282,0.84081634,0.893404006
4921511M17Rik,1.933421438,-0.020425582,0.672154801,0.820578976,1.933421438,0.015636601,0.746531085,0.825225127
4921517D22Rik,4.640002102,-0.094378534,0.074778499,0.21341122,4.640002102,-0.019853265,0.705919578,0.793889004
4921524J17Rik,6.279193953,0.018693576,0.671797831,0.820446562,6.279193953,0.021107296,0.633293808,0.738240278
4921524L21Rik,3.52532343,0.02498739,0.475016263,0.678539766,3.52532343,-0.002696895,0.93860739,0.96111648
4921530D09Rik,4.373955256,0.025053556,0.536324561,0.727916531,4.373955256,-0.087453293,0.033506878,0.096068569
4921530L21Rik,2.242403279,0.021467924,0.617916546,0.785289591,2.242403279,-0.085022281,0.051275292,0.130755954
4921536K21Rik,3.100335911,-0.047183064,0.227266604,0.439169268,3.100335911,-0.017698015,0.65021066,0.75224991
4921539E11Rik,2.621484641,-0.025643463,0.496063916,0.696908629,2.621484641,-0.003570093,0.924588374,0.951950533
4922501C03Rik,4.880878623,0.008622281,0.826863446,0.912294642,4.880878623,0.198383269,2.75E-06,2.66E-05
4922501L14Rik,3.741891432,0.00160578,0.958458589,0.978816631,3.741891432,-0.099670386,0.001752738,0.008777529
4922502D21Rik,3.894696193,-0.007758469,0.883660084,0.94144061,3.894696193,-0.078353595,0.143052336,0.268803237
4922505E12Rik,3.587002694,0.066343516,0.205602441,0.412310146,3.587002694,-0.1089599,0.039697528,0.108900199
4930402F06Rik,2.422184089,-0.088992924,0.061438541,0.18735161,2.422184089,-0.027172069,0.565192739,0.683969881
4930402H24Rik,6.903166604,0.34948079,3.54E-05,0.000652649,6.903166604,0.298020514,0.000361605,0.002204011
4930402K13Rik,3.156832501,0.158982626,0.005343638,0.032986014,3.156832501,-0.050178634,0.370319146,0.513442636
4930404A10Rik,3.132840788,0.000563074,0.984293463,0.992682327,3.132840788,-0.073263719,0.012202005,0.044041486
4930404N11Rik,5.467324032,0.101596121,0.046802938,0.155766029,5.467324032,-0.049027082,0.334136513,0.480920598
4930407I10Rik,3.608600687,0.0252699,0.727112052,0.85464946,3.608600687,-0.046568241,0.521596498,0.647326196
4930408F14Rik,4.331582199,-0.145901782,0.033337793,0.122472414,4.331582199,0.010070761,0.881915802,0.923403464
4930415F15Rik,3.173892865,0.030844994,0.375903248,0.595001104,3.173892865,-0.042338282,0.226358333,0.368744425
4930415L06Rik,3.530358165,0.108093274,0.07540505,0.214396243,3.530358165,-0.024639818,0.683293685,0.776733881
4930415O20Rik,3.782249805,0.061801081,0.212157246,0.42080934,3.782249805,0.043453207,0.380427875,0.522455336
4930422G04Rik,3.955045102,0.025583657,0.28337194,0.502463135,3.955045102,0.131250016,3.74E-07,4.27E-06
4930426D05Rik,5.159835936,0.033600546,0.461276,0.667636123,5.159835936,-0.094689114,0.040568794,0.110509795
4930427A07Rik,5.298762778,0.00302585,0.943841992,0.971235002,5.298762778,-0.100131709,0.022126695,0.070106797
4930428D18Rik,2.328627968,0.022562098,0.528252895,0.721662788,2.328627968,-0.07662613,0.034848964,0.098843518
4930430A15Rik,2.138667911,0.056435752,0.031220111,0.116863036,2.138667911,-0.054335311,0.038357225,0.106105051
4930430F08Rik,5.367773378,-0.064894227,0.118575858,0.289621042,5.367773378,-0.061161894,0.141965764,0.267497368
