SYMBOL,baseMean_6N-WD-C0.2-FG-9W,log2FoldChange_6N-WD-C0.2-FG-9W,pvalue_6N-WD-C0.2-FG-9W,padj_6N-WD-C0.2-FG-9W,baseMean_6N-WD-C0.2-FG-29W,log2FoldChange_6N-WD-C0.2-FG-29W,pvalue_6N-WD-C0.2-FG-29W,padj_6N-WD-C0.2-FG-29W
Fmn2,3.185970796,0.014821252,0.638737999,0.800453028,3.185970796,0.0570136,0.074253477,0.170399343
Fmnl1,5.421738509,0.111719479,0.018403797,0.080602333,5.421738509,0.201712082,4.14E-05,0.000312036
Fmnl2,5.96481928,0.236669038,0.000124524,0.001835339,5.96481928,0.479791765,3.47E-12,9.29E-11
Fmnl3,5.674238135,0.062527733,0.050958238,0.164969587,5.674238135,0.175555427,3.42E-07,3.93E-06
Fmo1,8.979446047,-0.05882679,0.531450524,0.724585548,8.979446047,0.124464013,0.188418582,0.324954731
Fmo2,5.335070501,0.074830916,0.422805139,0.636037895,5.335070501,0.881904137,7.91E-15,3.35E-13
Fmo3,3.741872369,-0.082369588,0.027043675,0.10585026,3.741872369,-0.054398469,0.141933164,0.267461381
Fmo4,6.015708406,0.027686354,0.708668664,0.843651311,6.015708406,0.01030444,0.889639399,0.928643455
Fmo5,9.516262578,0.273873382,0.005582771,0.034111387,9.516262578,0.52486708,5.32E-07,5.89E-06
Fmo6,3.17495422,0.055121149,0.17224947,0.368516011,3.17495422,-0.068536758,0.091449082,0.198208114
Fmo9,3.340293538,0.015239041,0.692512405,0.833060105,3.340293538,-0.030867435,0.424995014,0.563917625
Fmod,4.565704238,-0.061420343,0.29149935,0.511634824,4.565704238,0.162365615,0.006375257,0.026038653
Fmr1,5.987715148,0.053803887,0.290939302,0.510878171,5.987715148,0.163920022,0.001778696,0.008886304
Fmr1nb,3.234678289,-0.024335558,0.661765013,0.814318745,3.234678289,-0.094783844,0.091822,0.198640151
Fn1,11.33854718,0.077559448,0.104783237,0.26737745,11.33854718,-0.11690244,0.015742543,0.053815934
Fn3k,5.959409939,0.103323989,0.033206881,0.122221312,5.959409939,-0.344592932,2.49E-10,4.82E-09
Fn3krp,6.37638542,-0.000856069,0.985668662,0.993231934,6.37638542,-0.151597457,0.002059379,0.01008012
Fnbp1,6.756922832,0.083134926,0.027084614,0.105947691,6.756922832,0.182241589,4.35E-06,4.03E-05
Fnbp1l,6.127452557,-0.087792534,0.211633978,0.420065879,6.127452557,0.225758025,0.001784479,0.008908455
Fnbp4,6.487583948,0.056334881,0.205573881,0.412310146,6.487583948,0.007084148,0.873245246,0.916845025
Fnd3c2,2.589045761,0.007081652,0.803510867,0.899298637,2.589045761,-0.065556354,0.023691372,0.073859364
Fndc1,4.222242856,-0.007418662,0.852126626,0.925274151,4.222242856,-0.049803966,0.214060589,0.354519437
Fndc3a,8.226136142,-0.202022609,0.003298641,0.022975663,8.226136142,-0.139283824,0.040504011,0.110378863
Fndc3b,7.364648672,0.419228913,5.48E-06,0.000145381,7.364648672,0.585312541,1.74E-09,2.95E-08
Fndc3c1,2.629455371,0.036522308,0.110273469,0.276627877,2.629455371,-0.060650978,0.009033554,0.034706298
Fndc4,7.140987791,0.023868165,0.702107991,0.84006144,7.140987791,-0.315639273,2.47E-06,2.42E-05
Fndc5,6.054361346,0.04835065,0.273204533,0.491462451,6.054361346,0.02958733,0.502651652,0.632266683
Fndc7,3.554775487,-0.003653212,0.908608907,0.953418468,3.554775487,-0.019351584,0.544600914,0.66658425
Fndc8,3.301517294,0.026609223,0.626822512,0.792085171,3.301517294,0.016139853,0.768537441,0.841102662
Fndc9,3.825922592,-0.059919604,0.36067661,0.581522328,3.825922592,-0.015537727,0.812668013,0.873152881
Fnip1,6.957230082,0.304968162,0.00311277,0.022100665,6.957230082,0.262423316,0.010622917,0.039398868
Fnip2,6.589797107,0.452450019,3.29E-06,9.56E-05,6.589797107,-0.226252868,0.014809809,0.051334652
Fnta,6.994805581,0.0438384,0.581147034,0.760918871,6.994805581,-0.014576958,0.854692346,0.903507424
Fntb,5.552524021,0.08170401,0.003082624,0.021965357,5.552524021,-0.012881203,0.632842075,0.737930814
Focad,5.708930625,0.048700161,0.2091581,0.41679874,5.708930625,-0.011865152,0.759161854,0.834905823
Folh1,2.986788628,0.019209373,0.741654218,0.863361917,2.986788628,0.77811165,2.40E-22,8.79E-20
Folr1,4.081585177,-0.008319821,0.828942261,0.912970708,4.081585177,-0.030216491,0.434597981,0.572860754
Folr2,7.406275421,0.079697402,0.54332188,0.733651201,7.406275421,0.637736952,5.28E-06,4.82E-05
Folr4,5.192298597,-0.009496563,0.823663789,0.910590245,5.192298597,-0.052618934,0.220163518,0.361746776
Fopnl,5.223696363,0.094826268,0.013009723,0.062840673,5.223696363,-0.05329614,0.158469697,0.288549153
Fos,5.585673919,0.131965324,0.005940973,0.035857625,5.585673919,0.104427208,0.02852283,0.084887129
Fosb,5.259397952,0.062641644,0.208928543,0.416574284,5.259397952,-0.037714518,0.449112346,0.58594945
Fosl1,5.482039814,0.135621988,0.003994283,0.026604828,5.482039814,-0.043542952,0.345658981,0.491364101
Fosl2,6.096255794,0.338470437,5.00E-09,4.46E-07,6.096255794,0.329586827,1.14E-08,1.69E-07
Foxa1,7.768872221,0.071759179,0.386232979,0.603492437,7.768872221,-0.199005157,0.018196111,0.060305631
Foxa2,7.104849228,0.130313263,0.116055226,0.285724094,7.104849228,-0.320505312,0.000197726,0.001277898
Foxa3,7.494141402,-0.217105045,0.016573295,0.075091585,7.494141402,-0.241795346,0.008021463,0.031502212
Foxb1,5.144121518,0.079336428,0.234748032,0.447686893,5.144121518,-0.031524297,0.636469085,0.74069371
Foxb2,5.606585051,0.075726737,0.301071498,0.521413298,5.606585051,-0.089545858,0.223152198,0.36514306
Foxc1,4.985894897,0.112501685,0.036628261,0.130756755,4.985894897,-0.021836259,0.681927156,0.775759205
Foxc2,3.712428963,0.00722673,0.919277052,0.958925684,3.712428963,-0.024122715,0.735878887,0.81718942
Foxd1,5.812476006,0.099716846,0.155699242,0.346259428,5.812476006,-0.200948285,0.005065512,0.02155861
Foxd2,5.614508256,0.04484092,0.599437383,0.772309276,5.614508256,0.034497963,0.686821358,0.779018647
Foxd3,5.490044447,0.058296198,0.095950192,0.251663693,5.490044447,-0.030780306,0.377706649,0.520066
Foxd4,3.323636283,-0.006532213,0.927966681,0.963047031,3.323636283,-0.014328592,0.843219423,0.895381054
Foxe1,4.828438144,0.060742692,0.298745884,0.519110282,4.828438144,0.051264747,0.381256795,0.523065095
Foxe3,6.061967982,0.047239084,0.473125063,0.677023571,6.061967982,-0.108954294,0.101108027,0.211925865
Foxf1,5.893137416,0.084834214,0.027966779,0.108138577,5.893137416,-0.023189101,0.543552501,0.665630037
Foxf2,3.45626943,0.15830243,0.012111903,0.059757083,3.45626943,-0.11506578,0.06644584,0.157273944
Foxg1,4.562761182,0.026993619,0.514282373,0.711213315,4.562761182,-0.022491574,0.587652787,0.703032616
Foxh1,5.021045793,0.024516116,0.640116292,0.801241635,5.021045793,-0.075998937,0.150572547,0.278391972
Foxi1,5.911067083,0.022003835,0.748141507,0.867880951,5.911067083,-0.060360394,0.380606777,0.522664794
Foxi2,4.9343793,-0.067839709,0.20139257,0.406831065,4.9343793,-0.10081025,0.059752497,0.145786083
Foxi3,5.827234427,0.048331554,0.337335885,0.558906536,5.827234427,-0.059034201,0.243075447,0.387095549
Foxj1,5.011711998,-0.012563735,0.674389466,0.822101802,5.011711998,0.041436705,0.169163438,0.301725063
Foxj2,6.5774948,0.185080299,4.23E-06,0.000117529,6.5774948,0.126380692,0.001197045,0.006311888
Foxj3,5.895310632,0.062717602,0.120558595,0.29218625,5.895310632,0.04121776,0.306827262,0.452935482
Foxk1,6.78847878,0.288820871,1.22E-06,4.34E-05,6.78847878,-0.070786919,0.20400627,0.343140037
Foxk2,6.241133237,0.052544959,0.231770626,0.44466289,6.241133237,-0.182070865,7.65E-05,0.000546153
Foxl1,5.357808261,-0.021469402,0.686859463,0.829482357,5.357808261,-0.085443202,0.11212066,0.227491361
Foxl2,4.907646891,0.185066637,0.012300951,0.06037402,4.907646891,-0.125879541,0.086189479,0.189935187
Foxm1,4.451085081,0.106823318,0.007671012,0.042924689,4.451085081,0.082428747,0.038450724,0.106304312
Foxn1,5.001271485,0.014813279,0.731102285,0.856693591,5.001271485,-0.038319093,0.376202271,0.51866584
Foxn2,5.932290862,-0.058197607,0.18787806,0.389198742,5.932290862,0.056456281,0.202435583,0.341048347
Foxn3,7.11673432,-0.018883831,0.735931218,0.859606198,7.11673432,-0.143375873,0.012203732,0.044041486
Foxn4,5.771895064,0.055336028,0.191295862,0.392966892,5.771895064,-0.099857504,0.02004189,0.064881485
Foxo1,7.112485073,0.326103188,8.05E-05,0.001293536,7.112485073,0.395233477,2.97E-06,2.86E-05
Foxo3,7.214187119,0.134447845,0.008260778,0.045042046,7.214187119,-0.027360366,0.584233763,0.700295692
Foxo4,5.858643729,0.186525777,0.000432286,0.004837938,5.858643729,-0.162930738,0.001978201,0.009745382
Foxo6,5.792983806,0.179037871,0.007536314,0.042402392,5.792983806,-0.112129894,0.090761317,0.19711555
Foxp1,6.306761225,-0.05437071,0.095957185,0.251663693,6.306761225,-0.038309938,0.239993936,0.383761695
Foxp2,4.489178853,0.058613022,0.097813411,0.254979058,4.489178853,0.09263648,0.009917159,0.037305499
Foxp4,6.70823865,0.113907961,0.000404376,0.004608914,6.70823865,-0.003105959,0.920356937,0.948857633
Foxq1,6.294213397,-0.095346197,0.489638115,0.690792219,6.294213397,-0.315567873,0.02451115,0.075641281
Foxr1,4.518118303,-0.0300072,0.537999345,0.729300992,4.518118303,-0.074158939,0.131219324,0.253575953
Foxr2,4.179119612,0.067743853,0.218263997,0.427781886,4.179119612,-0.076065146,0.168434681,0.300866707
Foxred1,6.171207453,-0.014846934,0.762600258,0.875172268,6.171207453,-0.300307236,3.08E-08,4.24E-07
Foxred2,5.066592766,0.048895241,0.245410214,0.460099676,5.066592766,-0.098358688,0.02130112,0.06807904
Foxs1,4.789652234,-0.034077097,0.625625897,0.791128208,4.789652234,-0.001701924,0.980595509,0.987625403
Fpgs,8.083541187,0.013985339,0.819621439,0.908655261,8.083541187,-0.20795802,0.001064316,0.005714887
Fpgt,4.893336076,-0.02102707,0.75698879,0.872726746,4.893336076,-0.038477094,0.572478477,0.690424728
Fpr-rs3,3.698775125,0.05154811,0.353724358,0.574562418,3.698775125,-0.063391636,0.255932741,0.400867531
Fpr-rs4,2.097812819,0.001275019,0.977973084,0.989461608,2.097812819,-0.001249023,0.978477172,0.986046344
Fpr1,4.129753135,-0.221361119,0.262922376,0.480053302,4.129753135,0.516881,0.010313929,0.038461712
Fpr2,3.541480511,-0.058914359,0.4550131,0.662629603,3.541480511,0.092091675,0.245233088,0.389716987
Fra10ac1,5.40784866,-0.00847422,0.865438269,0.932984783,5.40784866,-0.107809847,0.033911366,0.096975637
Fras1,4.896909468,-0.191967944,1.48E-05,0.000323706,4.896909468,-0.478894921,9.53E-19,9.73E-17
Frat1,6.649255633,0.151063753,0.001250406,0.010976439,6.649255633,-0.112953515,0.014676177,0.051030435
Frat2,5.781906572,0.092637761,0.155691182,0.346259428,5.781906572,0.015303564,0.813946579,0.874042813
Frem1,4.187500718,-0.008775715,0.748242697,0.867947507,4.187500718,0.022436322,0.41388903,0.553447174
Frem2,4.051092294,-0.052907507,0.127707217,0.303145866,4.051092294,-0.02975666,0.390535905,0.531743026
Frem3,3.505671222,-0.044611034,0.227570801,0.439577869,3.505671222,-0.031142828,0.399722535,0.540411117
Frg1,6.472963334,0.09200936,0.085613295,0.233983686,6.472963334,-0.007837736,0.882838315,0.923978665
Frk,5.166036103,0.085665611,0.202421176,0.40820127,5.166036103,0.635193883,6.79E-15,2.91E-13
Frmd3,2.604352447,-0.000608982,0.979745603,0.990659068,2.604352447,-0.04271527,0.078493193,0.177537299
Frmd4a,5.029601284,0.092240585,0.004382697,0.028541157,5.029601284,0.347413751,7.26E-18,5.97E-16
Frmd4b,7.084996732,-0.042382249,0.593830592,0.769338796,7.084996732,0.212140163,0.00906019,0.034760523
Frmd5,4.72426437,-0.015740594,0.663983549,0.815804405,4.72426437,-0.055529782,0.128816575,0.250660858
Frmd6,5.78812928,0.17035579,6.56E-06,0.000169119,5.78812928,0.297967843,1.07E-12,3.10E-11
Frmd7,2.688450094,0.008426106,0.781314803,0.88658217,2.688450094,-0.063340458,0.039854504,0.10919519
Frmd8,6.251848181,0.248488409,4.66E-06,0.000127614,6.251848181,-0.019319924,0.704766863,0.793087927
Frmpd1,4.845484886,0.059938882,0.143342923,0.327695322,4.845484886,-0.091070203,0.027834565,0.083226399
Frmpd3,2.85368539,0.017118285,0.677122329,0.823886899,2.85368539,-0.058581197,0.157530245,0.287419786
Frmpd4,3.241740143,0.019409136,0.548690022,0.737463954,3.241740143,-0.078901301,0.016750908,0.056470173
Frrs1,7.67316966,0.330816692,5.87E-06,0.000154533,7.67316966,0.741714932,1.59E-17,1.17E-15
Frrs1l,3.647565048,0.073613762,0.156100567,0.346782721,3.647565048,-0.027052477,0.601216936,0.713352391
Frs2,6.328377169,0.12268241,0.063932436,0.193083948,6.328377169,-0.011449736,0.861657315,0.908724366
Frs3,5.908853112,0.072661075,0.068075539,0.200880135,5.908853112,-0.12413143,0.002272496,0.010971452
Fry,4.518741386,0.012342883,0.667566398,0.81759755,4.518741386,0.186023026,6.28E-09,9.73E-08
Fryl,6.533092571,0.053881986,0.214101588,0.422849672,6.533092571,0.067651015,0.120721877,0.239881598
Frzb,4.865536964,0.160045543,0.066038929,0.196864581,4.865536964,0.984598493,1.09E-18,1.10E-16
Fscb,2.396044698,0.093014016,0.156502761,0.347279399,2.396044698,-0.082339429,0.210281091,0.349987477
Fscn1,5.785747925,0.197139285,0.000100611,0.001555816,5.785747925,0.212790401,3.20E-05,0.000247481
Fscn2,5.718182954,0.021139652,0.658940212,0.812857007,5.718182954,-0.081959788,0.090454203,0.196642593
Fscn3,4.081920855,0.024947807,0.571409477,0.753698917,4.081920855,-0.099297268,0.026718066,0.080832345
Fsd1,5.468437484,0.002287568,0.957613789,0.978206041,5.468437484,-0.090616545,0.038211425,0.105846396
Fsd1l,3.181993572,0.069282754,0.011007954,0.055683495,3.181993572,0.075381876,0.005962039,0.024640524
Fsd2,4.114263974,-0.124016009,0.045663788,0.153195478,4.114263974,0.056693141,0.357531123,0.501559901
Fshb,3.786231361,-0.049204434,0.488695729,0.690038292,3.786231361,-0.086657173,0.225275801,0.367464455
Fshr,2.895248931,-0.03317445,0.324619248,0.545919237,2.895248931,-0.067735424,0.046829845,0.122726053
Fsip1,4.24718074,-0.02682306,0.429926403,0.64260259,4.24718074,-0.066822482,0.05207106,0.132071143
Fst,5.336044625,0.05282796,0.462019176,0.668317056,5.336044625,-0.087681588,0.224665888,0.366892545
Fstl1,5.908828874,0.157788306,0.004454325,0.028863502,5.908828874,0.644760808,1.25E-19,1.68E-17
Fstl3,5.608522921,0.073394952,0.149110575,0.336334823,5.608522921,0.055084287,0.278811149,0.42422383
Fstl4,4.51366466,-0.019065256,0.652560589,0.809073838,4.51366466,-0.031570719,0.457592072,0.593348218
Fstl5,2.516131352,0.052101041,0.033793813,0.123509528,2.516131352,-0.046825789,0.056416368,0.139903836
Ftcd,9.366069885,-0.081369447,0.217252326,0.426812589,9.366069885,-0.349955251,8.24E-07,8.82E-06
Fthl17,3.823943398,0.016936258,0.816779031,0.907123899,3.823943398,-0.01545987,0.832919851,0.887345882
Ftl1,11.33557922,0.117569729,0.066667419,0.198152101,11.33557922,0.080243133,0.209362415,0.349181096
Ftmt,4.709636979,0.007726504,0.891909874,0.945284589,4.709636979,-0.040541667,0.477615276,0.610904695
Fto,6.294388087,0.056621256,0.155001905,0.345471189,6.294388087,-0.080869018,0.044079892,0.117425844
Ftsj1,6.550727039,-0.053908154,0.124615071,0.298426033,6.550727039,-0.068887141,0.051322779,0.130826527
Ftsj2,6.822659031,0.065738615,0.180165824,0.378904852,6.822659031,-0.018987527,0.697969969,0.787631714
Ftsj3,6.821927844,-0.134984853,0.021092686,0.088898938,6.821927844,-0.025535326,0.658448321,0.758187242
Ftsjd1,6.058179774,-0.023637072,0.551080644,0.738639723,6.058179774,-0.086025323,0.032648319,0.094069899
Ftsjd2,6.838073165,0.089709703,0.07710161,0.217999685,6.838073165,-0.0774667,0.126930941,0.248431479
Fubp1,6.916511509,-0.15656719,0.038626646,0.136027595,6.916511509,0.088137511,0.241344042,0.38508625
Fubp3,6.581541775,0.090299114,0.003886392,0.026017415,6.581541775,-0.010651275,0.727560049,0.811093466
Fuca1,8.38140635,0.088524316,0.126670397,0.301520374,8.38140635,0.019511115,0.735318957,0.816796569
Fuca2,5.340425556,0.125682795,0.020519839,0.087283122,5.340425556,0.411499705,2.48E-11,5.66E-10
Fuk,5.949693311,0.101414527,0.004282696,0.028072775,5.949693311,-0.060781438,0.082748783,0.18425929
Fundc1,5.33687012,0.05810118,0.168681839,0.363632446,5.33687012,0.18842612,2.27E-05,0.000181782
Fundc2,4.935895557,0.0831441,0.160855307,0.352827236,4.935895557,0.320493826,5.32E-07,5.89E-06
Fuom,5.796874995,0.056453529,0.089393269,0.240205001,5.796874995,-0.080313911,0.0168694,0.05677301
Furin,7.705776985,0.230651173,4.69E-06,0.000128069,7.705776985,-0.142019014,0.003462175,0.015668775
Fus,7.725645927,0.097107284,0.075900032,0.215463418,7.725645927,0.174026182,0.001872914,0.00928907
Fut1,4.723366279,-0.022415102,0.647936795,0.80591373,4.723366279,-0.076759238,0.1213073,0.240745665
Fut10,4.216644079,-0.085244412,0.037116804,0.132191077,4.216644079,0.068103199,0.09511106,0.203395767
Fut11,5.083416097,0.03343333,0.38402035,0.601824297,5.083416097,0.008455756,0.825810733,0.882327478
Fut2,4.009518455,-0.026125952,0.614986316,0.783223861,4.009518455,0.119413046,0.023868937,0.07431936
Fut4,3.787592627,0.148490171,0.037988769,0.134441923,3.787592627,0.112940444,0.113446782,0.229368608
Fut7,5.843317017,0.01418653,0.779318939,0.885559446,5.843317017,-0.011757691,0.816803993,0.876398564
Fut8,5.282300002,0.167046031,1.15E-05,0.000264082,5.282300002,0.179321121,3.14E-06,3.01E-05
Fut9,2.410892898,0.020028528,0.478063874,0.681048274,2.410892898,-0.035049499,0.217035488,0.35800283
Fuz,6.01804537,0.025627651,0.426687215,0.639497635,6.01804537,-0.017246481,0.593259679,0.707646233
Fv1,5.209316626,-0.021762979,0.710000494,0.844303024,5.209316626,-0.052337653,0.373352007,0.516192003
Fxn,6.075440341,-0.012146145,0.74367928,0.864662587,6.075440341,-0.178650253,6.62E-06,5.97E-05
Fxr1,7.284470423,-0.138386828,0.207667326,0.414982257,7.284470423,0.057765743,0.598393804,0.7112861
Fxr2,6.762212818,0.207348726,3.38E-05,0.00063164,6.762212818,-0.049899879,0.295494121,0.441969423
Fxyd1,10.39686006,-0.026549096,0.566730336,0.750174489,10.39686006,-0.02247785,0.628439607,0.734353479
Fxyd3,4.904809651,-0.016813879,0.672561819,0.820873511,4.904809651,0.038830279,0.331408613,0.478227352
Fxyd4,4.316151355,-0.07665825,0.06743943,0.199627567,4.316151355,-0.090426379,0.032078294,0.092832568
Fxyd5,6.494777406,0.121092733,0.060353398,0.185029781,6.494777406,0.526726776,2.02E-12,5.60E-11
Fxyd6,6.218074553,0.010754767,0.817659223,0.907296258,6.218074553,0.042430599,0.365374181,0.508527762
Fxyd7,6.158366341,0.017979713,0.683334039,0.827090553,6.158366341,-0.114245678,0.011207103,0.041118075
Fyb,5.597227983,0.080748368,0.459380819,0.666169447,5.597227983,0.756549408,7.93E-10,1.41E-08
Fyco1,7.304284641,-0.023109944,0.663396462,0.815363933,7.304284641,0.121493191,0.024544797,0.07568616
Fyn,6.208874269,0.052499307,0.298780614,0.519125093,6.208874269,0.299813318,6.08E-08,7.96E-07
Fyttd1,5.546534575,-0.04162723,0.377434094,0.596028723,5.546534575,-0.000238904,0.995959041,0.997520105
Fzd1,6.129050894,0.12010491,0.007774965,0.0433111,6.129050894,0.004153143,0.925253869,0.952320164
Fzd10,5.328110489,0.087173535,0.117412098,0.287670531,5.328110489,-0.05756679,0.300354497,0.446819053
Fzd2,5.753533293,0.00137598,0.977901207,0.989461608,5.753533293,-0.09661463,0.055070225,0.137513603
Fzd3,2.92549999,0.006896251,0.843802666,0.921082658,2.92549999,-0.002442486,0.944501808,0.965017576
Fzd4,6.910960437,0.457812105,2.44E-05,0.000481024,6.910960437,0.362010632,0.000686728,0.003898936
Fzd5,6.236495567,0.08699522,0.1009583,0.260299748,6.236495567,-0.038828493,0.46232635,0.597444234
Fzd6,5.993228765,0.131935439,0.000983859,0.009107134,5.993228765,0.123458353,0.002014003,0.009891017
Fzd7,7.055863668,0.107460711,0.144009702,0.32868858,7.055863668,-0.008710065,0.905366448,0.93882657
Fzd8,5.85673372,-0.131180362,0.101585003,0.261643131,5.85673372,-0.605796855,3.70E-11,8.11E-10
Fzd9,6.672634533,0.032739074,0.575065748,0.75616267,6.672634533,-0.024617459,0.674021209,0.76994903
Fzr1,6.455075103,0.108473492,0.001753083,0.014197393,6.455075103,-0.016174667,0.631731667,0.73706989
G0s2,8.404194853,0.543362154,0.001127815,0.010113578,8.404194853,0.459526974,0.005570594,0.023314578
G2e3,4.288108995,-0.029680881,0.57160828,0.753860746,4.288108995,0.124656523,0.019655221,0.063890755
G3bp1,6.432534597,-0.018324494,0.669641905,0.818873789,6.432534597,0.060551193,0.161936027,0.292922177
G3bp2,7.697467142,-0.065381172,0.405829561,0.62173842,7.697467142,-0.000176539,0.998209947,0.998663679
G630090E17Rik,5.251288674,-0.009603535,0.754701379,0.871545369,5.251288674,-0.097014311,0.002214392,0.010736511
G6pc,10.56357864,-0.164080626,0.401547234,0.61761388,10.56357864,-0.18340376,0.349906581,0.495084481
G6pc2,4.006455574,-0.060812128,0.100047605,0.258962891,4.006455574,-0.072570727,0.051055241,0.130362628
G6pc3,6.474560752,0.159446048,1.38E-06,4.78E-05,6.474560752,0.136068836,2.84E-05,0.000221726
G6pdx,6.571433241,-0.276050501,0.018327671,0.080446007,6.571433241,0.418996714,0.000468405,0.002771395
Gaa,8.124121171,0.217358459,4.71E-05,0.00082471,8.124121171,-0.205230155,0.00011648,0.000793178
Gab1,6.505647325,0.161354247,0.001772647,0.014309035,6.505647325,0.135804819,0.008126287,0.031825549
Gab2,5.726025114,0.117651735,0.020305216,0.086705328,5.726025114,0.572226192,8.75E-19,8.98E-17
Gabarap,6.906820007,0.075570002,0.139971065,0.32221811,6.906820007,0.166836106,0.001513893,0.007739023
Gabarapl1,9.191412476,0.321904262,0.000134933,0.001956728,9.191412476,0.123702394,0.12856395,0.250351492
Gabarapl2,7.396297369,0.035429942,0.513253064,0.710465467,7.396297369,0.008468374,0.875987828,0.919090577
Gabbr1,5.390269428,0.066560504,0.040699773,0.14102183,5.390269428,0.095554363,0.003815483,0.017007403
Gabbr2,7.713700277,0.042052708,0.54843122,0.737341172,7.713700277,-0.275048997,0.000175021,0.001148323
Gabpa,6.827442304,-0.071689582,0.331421334,0.552759553,6.827442304,-0.098496367,0.184276955,0.319853343
Gabpb1,5.364961418,0.016001575,0.603779584,0.775518702,5.364961418,0.000334544,0.991358036,0.994772876
Gabpb2,5.793788205,0.04166898,0.276848773,0.495536038,5.793788205,0.027869651,0.467288067,0.601853662
Gabra1,2.916476809,0.010492431,0.712704119,0.84599448,2.916476809,-0.020423143,0.4751686,0.608895562
Gabra2,2.79270628,-0.024933611,0.36849634,0.588579222,2.79270628,-0.019766885,0.476603084,0.609897671
Gabra3,4.745410803,0.13445922,0.084989454,0.232696073,4.745410803,0.953526735,2.05E-20,3.42E-18
Gabra4,3.405248546,-0.013005885,0.712004781,0.845393394,3.405248546,-0.008261166,0.815025487,0.874774592
Gabra5,4.208624095,0.046808704,0.229955794,0.442552639,4.208624095,-0.050899652,0.193239246,0.330502179
Gabra6,2.417146507,-0.017059657,0.58026302,0.760263917,2.417146507,-0.087214828,0.005825301,0.024161094
Gabrb1,2.825474043,0.009029233,0.790377414,0.89172581,2.825474043,-0.070214839,0.04171932,0.112914059
Gabrb2,2.711834218,0.008505358,0.760934438,0.874762686,2.711834218,-0.097871251,0.000743965,0.004185519
Gabrb3,5.556186496,-0.044915295,0.597654024,0.771719053,5.556186496,1.039441427,3.19E-20,4.98E-18
Gabrd,4.691220657,0.047967138,0.29487104,0.514906596,4.691220657,-0.037141861,0.417875423,0.557270382
Gabre,3.512974726,-0.016838117,0.563130615,0.747457408,3.512974726,-0.01290343,0.658387048,0.758187242
Gabrg1,2.194992938,-0.007447134,0.773657199,0.881782247,2.194992938,-0.087105822,0.001158648,0.006147713
Gabrg2,2.939742367,0.006796606,0.827795837,0.91254376,2.939742367,-0.064486482,0.042042715,0.113587581
Gabrg3,3.19896851,-0.012607918,0.669122064,0.81850756,3.19896851,-0.065288583,0.029496252,0.087122099
Gabrp,3.260268803,-0.058746733,0.116649675,0.286440239,3.260268803,0.070164274,0.062410588,0.15047363
Gabrq,3.149873065,0.017741023,0.628704831,0.793299827,3.149873065,-0.011513784,0.754167929,0.831116134
Gabrr1,4.421343249,-0.089244606,0.050185308,0.163560507,4.421343249,-0.086789198,0.057311504,0.141461857
Gabrr2,4.956040824,-0.052101717,0.249138466,0.464138424,4.956040824,-0.128261152,0.005521539,0.023158196
Gabrr3,3.704395296,-0.184247322,5.00E-05,0.000869917,3.704395296,-0.065481018,0.132987437,0.255985633
Gad1,4.397301521,-0.047924243,0.171548625,0.367373699,4.397301521,-0.080059055,0.024082009,0.074853369
Gad2,3.487332263,-0.003202062,0.918035534,0.957988467,3.487332263,-0.05318686,0.090987378,0.197416302
Gadd45a,6.22827514,0.176241488,0.002040515,0.015989645,6.22827514,0.068101023,0.223039958,0.36507206
Gadd45b,6.021258196,0.183338014,0.002152265,0.016589189,6.021258196,0.250725575,4.30E-05,0.000322541
Gadd45g,6.366172698,0.172410425,0.174533889,0.371279208,6.366172698,0.120445927,0.342696967,0.48862623
Gadd45gip1,5.645510396,0.108032859,0.04366382,0.148283319,5.645510396,-0.138592366,0.010418784,0.038787014
Gadl1,4.174512614,-0.059251908,0.084130209,0.23117427,4.174512614,-0.06872869,0.046337081,0.121784695
Gak,7.692608012,0.114624676,0.022488405,0.093214651,7.692608012,0.027406076,0.580638547,0.697421112
Gal,4.904204014,-0.018206141,0.751833986,0.86997368,4.904204014,0.002065355,0.971448025,0.981676342
Gal3st1,6.706837474,0.209001055,1.83E-05,0.000384637,6.706837474,0.147350813,0.001954128,0.00964358
Gal3st2,4.504908396,-0.131842934,0.03487383,0.126337911,4.504908396,0.086889885,0.162244168,0.29323857
Gal3st3,4.307819596,0.011552036,0.850832274,0.924436248,4.307819596,-0.110917807,0.074455835,0.17082414
Gal3st4,5.013819151,-0.054412461,0.182488005,0.382233029,5.013819151,-0.04875851,0.232929011,0.375556795
Galc,5.467745042,0.199063705,0.001637519,0.013459592,5.467745042,0.293294347,7.37E-06,6.57E-05
Gale,6.368072984,0.209703845,0.00055885,0.005880889,6.368072984,-0.069098702,0.241341453,0.38508625
Galk1,7.333436756,0.370956288,1.58E-08,1.16E-06,7.333436756,0.332567588,2.68E-07,3.14E-06
Galk2,5.231984218,0.110692814,0.002426103,0.018235839,5.231984218,0.251813829,4.00E-10,7.48E-09
Galm,8.652050182,-0.087435879,0.295766924,0.51587981,8.652050182,-0.185082198,0.029045612,0.086055119
Galns,6.073942989,0.092497204,0.137203166,0.317803731,6.073942989,0.535598713,3.13E-13,1.01E-11
Galnt1,6.705503563,0.102711362,0.168994445,0.36398945,6.705503563,0.22332879,0.00347098,0.015705036
